tab	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	bed_dip	bed_dip_direction	lat	lon	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_n_samples	dir_comp_name	vgp_lat	vgp_lon	description
LN 2	Lone Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	47	40.5757	251.5049	750	800	Ma	100.0	26.7	21.9	19.3	6.5	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 4	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	47	40.5757	251.5049	750	800	Ma	100.0	28.0	34.2	13.4	12.6	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 8	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	16.0	40	40.5757	251.5049	750	800	Ma	100.0	10.0	49.0	3.6	145.9	11.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 9	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	70	40.5757	251.5049	750	800	Ma	100.0	34.8	36.2	5.6	67.2	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 10	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	31.0	17	40.5757	251.5049	750	800	Ma	100.0	359.9	31.3	3.5	197.7	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 11	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	31.0	17	40.5757	251.5049	750	800	Ma	100.0	1.1	30.9	4.1	139.3	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 12	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	31.0	17	40.5757	251.5049	750	800	Ma	100.0	6.1	31.7	10.3	26.2	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 13	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	4	40.5757	251.5049	750	800	Ma	100.0	357.3	30.1	2.5	327.8	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 14	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	45.0	13	40.5757	251.5049	750	800	Ma	100.0	4.7	14.2	4.1	164.5	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 15	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	22.0	15	40.5757	251.5049	750	800	Ma	100.0	2.8	42.7	6.4	92.9	6.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 17	Lone Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	34	40.5757	251.5049	750	800	Ma	100.0	21.5	34.9	7.8	62.5	6.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 17	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	34	40.5757	251.5049	750	800	Ma	100.0	75.3	79.3	4.6	178.4	6.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 20	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	24.0	46	40.5757	251.5049	750	800	Ma	100.0	16.1	43.0	5.4	92.9	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP1	Juniper Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	9.0	224	40.5016	251.8045	750	800	Ma	100.0	343.6	70.3	22.3	4.9	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 2	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	9.0	224	40.5016	251.8045	750	800	Ma	100.0	1.1	61.6	6.5	64.5	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 3	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	229	40.5016	251.8045	750	800	Ma	100.0	354.6	64.8	4.7	108.1	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 4	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	229	40.5016	251.8045	750	800	Ma	100.0	352.2	62.6	9.9	24.8	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 5	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	229	40.5016	251.8045	750	800	Ma	100.0	344.5	66.3	6.2	54.9	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 6	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	11.0	232	40.5016	251.8045	750	800	Ma	100.0	1.5	34.9	14.5	12.1	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 7	Juniper Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	11.0	232	40.5016	251.8045	750	800	Ma	100.0	265.5	40.1	10.5	43.0	5.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
