tab	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	bed_dip	bed_dip_direction	lat	lon	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_n_samples	dir_comp_name	vgp_lat	vgp_lon	description
SC 78	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	32	40.9518	250.2012	750	800	Ma	0.0	15.8	63.0	2.0	739.8	8.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 79	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	23.0	352	40.9518	250.2012	750	800	Ma	0.0	11.5	63.7	3.8	218.5	8.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 81	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	34.0	12	40.9518	250.2012	750	800	Ma	0.0	59.7	53.9	9.1	55.1	6.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 82	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	41.0	21	40.9518	250.2012	750	800	Ma	0.0	41.8	58.3	8.0	49.1	8.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-01	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	72	40.8617	251.1947	750	800	Ma	0.0	354.8	58.6	6.1	414.6	4.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-02	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	16.0	60	40.8617	251.1947	750	800	Ma	0.0	357.6	61.6	7.6	79.0	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-03	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	28.0	70	40.8617	251.1947	750	800	Ma	0.0	357.1	53.7	9.4	67.1	5.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW_04	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	28.0	70	40.8617	251.1947	750	800	Ma	0.0	356.8	59.0	2.5	741.5	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-05	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	60	40.8617	251.1947	750	800	Ma	0.0	358.1	62.0	3.7	420.1	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-06	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	0.0	359.1	60.8	1.9	1287.0	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-07	Irish Canyon Section	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	0.0						overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-08	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	0.0	1.8	60.4	3.4	399.7	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW_09	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	29.0	62	40.8617	251.1947	750	800	Ma	0.0	357.8	56.6	2.4	1047.9	5.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-10	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	58	40.8617	251.1947	750	800	Ma	0.0	0.4	58.8	5.0	231.1	6.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-11	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	58	40.8617	251.1947	750	800	Ma	0.0	0.8	59.7	2.5	1302.2	5.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-12	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	38.0	55	40.8617	251.1947	750	800	Ma	0.0	5.5	53.9	12.3	101.6	4.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-13	Irish Canyon Section	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	52	40.8617	251.1947	750	800	Ma	0.0						overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC-AW-14	Irish Canyon Section	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	52	40.8617	251.1947	750	800	Ma	0.0						overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 01	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	96	40.8617	251.1947	750	800	Ma	0.0	8.5	59.3	5.1	119.2	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 02	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	96	40.8617	251.1947	750	800	Ma	0.0	13.0	68.3	26.0	553.6	7.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 03	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	96	40.8617	251.1947	750	800	Ma	0.0	12.1	67.4	9.3	31.4	9.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 05	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	26.0	77	40.8617	251.1947	750	800	Ma	0.0	9.9	62.7	2.8	294.1	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 06	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	64	40.8617	251.1947	750	800	Ma	0.0	16.2	60.8	1.3	1702.2	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 07	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	23.0	39	40.8617	251.1947	750	800	Ma	0.0	19.4	62.6	3.0	415.3	7.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 08	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	28.0	47	40.8617	251.1947	750	800	Ma	0.0	19.1	64.2	2.9	5276.0	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 10	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	21.0	71	40.8617	251.1947	750	800	Ma	0.0	17.9	57.9	2.1	7226.0	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 11	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	33.0	59	40.8617	251.1947	750	800	Ma	0.0	14.7	58.8	3.4	232.1	9.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC12	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	79	40.8617	251.1947	750	800	Ma	0.0	4.7	53.9	4.6	231.0	8.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
IC 14	Irish Canyon Section	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	25.0	70	40.8617	251.1947	750	800	Ma	0.0	14.0	63.0	1.8	1103.5	7.0	overprint	79.7	322.2	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 1	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	120	40.5364	251.6078	750	800	Ma	0.0	350.1	60.7	8.6	43.1	7.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 2	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	120	40.5364	251.6078	750	800	Ma	0.0	350.4	57.9	3.1	226.4	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 3	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	120	40.5364	251.6078	750	800	Ma	0.0	349.0	61.6	6.5	42.5	12.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 4	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	8.0	122	40.5364	251.6078	750	800	Ma	0.0	25.3	62.2	12.2	16.7	9.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 5	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	205	40.5364	251.6078	750	800	Ma	0.0	339.4	60.6	7.6	33.8	11.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 6	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	205	40.5364	251.6078	750	800	Ma	0.0	349.6	66.6	9.2	21.2	12.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 7	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	204	40.5364	251.6078	750	800	Ma	0.0	335.3	64.7	8.4	34.6	9.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 8	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	33.0	247	40.5364	251.6078	750	800	Ma	0.0	348.0	63.3	7.1	42.8	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 9	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	144	40.5364	251.6078	750	800	Ma	0.0	138.4	45.8	46.6	1.8	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 10	Cross Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	144	40.5364	251.6078	750	800	Ma	0.0	19.2	71.6	16.1	9.0	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 11	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	144	40.5364	251.6078	750	800	Ma	0.0	349.3	58.9	3.8	163.1	9.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 12	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	147	40.5364	251.6078	750	800	Ma	0.0	350.2	59.6	4.3	103.1	11.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 13	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	147	40.5364	251.6078	750	800	Ma	0.0	352.8	43.3	5.3	170.0	5.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 14	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	11.0	289	40.5364	251.6078	750	800	Ma	0.0	349.9	60.2	3.9	112.6	12.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 15	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	10.0	114	40.5364	251.6078	750	800	Ma	0.0	353.6	61.0	2.0	646.4	8.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 16	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	10.0	114	40.5364	251.6078	750	800	Ma	0.0	351.9	60.7	2.7	446.6	7.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 17	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	49	40.5364	251.6078	750	800	Ma	0.0	13.1	64.3	9.4	43.5	6.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 18	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	8.0	182	40.5364	251.6078	750	800	Ma	0.0	336.2	59.8	5.5	70.3	10.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 20	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	13.0	127	40.5364	251.6078	750	800	Ma	0.0	353.6	54.9	4.0	171.6	8.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 21	Cross Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	112	40.5364	251.6078	750	800	Ma	0.0	3.6	54.9	5.3	97.1	8.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 22	Cross Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	127	40.5364	251.6078	750	800	Ma	0.0	339.3	44.9	17.1	16.7	5.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CR 22	Cross Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	127	40.5364	251.6078	750	800	Ma	0.0	104.9	-51.2	18.9	13.9	5.0	overprint	83.9	177.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 1	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	47	40.5757	251.5049	750	800	Ma	0.0	353.4	57.8	6.0	86.8	7.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 2	Lone Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	47	40.5757	251.5049	750	800	Ma	0.0	19.0	46.7	19.3	6.5	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 4	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	47	40.5757	251.5049	750	800	Ma	0.0	15.6	58.9	13.4	12.6	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 8	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	16.0	40	40.5757	251.5049	750	800	Ma	0.0	355.8	61.9	3.6	145.9	11.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 9	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	70	40.5757	251.5049	750	800	Ma	0.0	10.6	57.3	5.6	67.2	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 10	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	31.0	17	40.5757	251.5049	750	800	Ma	0.0	346.9	60.0	3.5	197.7	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 11	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	31.0	17	40.5757	251.5049	750	800	Ma	0.0	349.1	59.9	4.1	139.3	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 12	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	31.0	17	40.5757	251.5049	750	800	Ma	0.0	357.1	61.7	10.3	26.2	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 13	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	4	40.5757	251.5049	750	800	Ma	0.0	352.5	59.8	2.5	327.8	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 14	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	45.0	13	40.5757	251.5049	750	800	Ma	0.0	357.5	58.4	4.1	164.5	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
