Terrane,ROCKNAME,RESULT#,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,abs(I),KD,ED95,PLAT,PLONG,DP,DM,A95,%REV,DEMAGCODE,40,24,10,16,2,3,4,5,6,7,Q(7),Grade,nominal age,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,,,,,,,,,REFNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Middle Osler volcanics -R,new,,Ro,100,48.8,272.4,20,139,105.9,-64.9,64.9,36.5,5.5,42.7,211.3,8.2,8.2,8.2,100,4,1,1,1,1,1,1,0,1,1,1,6,A,1107,1103,1110,"interpolated 1107, Swanson-Hysell et al., 2014 G3",Middle third Osler volcanics -R,"Swanson-Hysell, N., Vaughan, A.A., Mustain, M.R., Asp, K.E.",2014,Geochem. Geophys. Geosyst.,15,2039-2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Upper Osler volcanics -R,9514,"incorporates Halls 1974; n.b. uppermost Osler has four flows with N polarity -not used here, but pass of Voo # 6; fold test positive >99% though not stated by authors","Ro,F+",100,48.7,272.4,59,346,110.7,-60.9,60.9,1000.0,0.1,42.5,201.6,3.7,3.7,3.7,100,4,1,1,1,1,1,1,1,1,1,1,7,A,1105,1103,1107,"Agate Pt rhyolite 1105.3±2.3 U-Pb, interbedded with Lower Osler R sites; Davis+Green 97, Swanson-Hysell et al., 2014 G3",Upper third Osler volcanics -R,"Swanson-Hysell, N., Vaughan, A.A., Mustain, M.R., Asp, K.E.",2014,Geochem. Geophys. Geosyst.,15,2039-2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Lower Mamainse Point volcanics -R2,9511,,"G*+,R+",100,47.1,275.3,14,57,106.2,-58.3,58.3,69,0.1,37.5,205.2,4.5,4.5,4.5,100,4,1,1,1,1,1,1,1,1,1,1,7,A,1105,1103,1107,"1105 by comparison with Osler R Upper third direction , Swanson-Hysell et al. 2014 Geology",Lower Mamainse Point volcanics -R2,"Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.",2014,Geology,42,475-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,"Mamainse Point volcanics -C (lower N, upper R)",9512,,"G*+,Ro",100,47.1,275.3,24,96,293.8,47.1,47.1,34,0.1,36.1,189.7,4.9,4.9,4.9,42,4,1,1,1,1,1,1,1,1,1,1,7,A,1101,1100,1101,"1100.36±0.25 U-Pb z , Swanson-Hysell et al. 2014 Geology","Mamainse Point volcanics -C (lower N, upper R)","Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.",2014,Geology,42,475-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Uppermost Mamainse Point volcanics -N,new,,"G*+,R+",100,47.1,275.3,34,198,293.7,37.5,37.5,92,0.1,31.2,183.2,2.5,2.5,2.5,0,4,1,1,1,1,1,1,1,1,1,1,7,A,1098,1095,1101,"1097; comparison to N Shore volcanic group, Swanson-Hysell et al. 2014 Geology",Uppermost Mamainse Point volcanics -N,"Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.",2014,Geology,42,475-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,North Shore lavas -N,new,"recalculated from all N lavas, excluding intrusives, sites above unconformity",Ro,100,46.3,268.7,61,279,293.9,44,44.0,41.9,0.1,34.5,181.3,2.8,2.8,2.8,0,4,1,1,1,1,1,1,0,1,1,1,6,A,1097,1094,1100,"1098.4±2.0; 1096.6±1.8, Tauxe, L., Kodama, K.P., 2009",North Shore lavas -N,"Tauxe, L., Kodama, K.P.",2009,Phys. Earth Plan. Int.,177,31-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Chengwatana Volcanics,8163,,Ro,100,45.4,267.3,8,60,287.5,45.8,45.8,48.5,8.0,30.9,186.1,6.5,10.3,8.2,25,4,1,1,1,1,1,1,0,1,1,1,6,B,1095,1093,1097,"1094.6±2.1, Zartman+97",Chengwatana Volcanics,"Kean,W.F., Williams.,I., Chan,L., Feeney,J.",1997,Geophys.Res.Lett.,24,1523-1526,"Magnetism of the Keweenawan age Chengwatana lava flows, northwest Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Portage Lake Volcanics,9507,A (MAG),"G*+, F+",100,47.0,271.2,28,1000.0,291.2,31.3,31.3,24.5,5.6,26.7,178.0,3.5,6.3,4.7,0,4,1,1,1,1,1,1,1,1,0,1,6,A,1095,1092,1098,"1095±3, Davis+Paces 90",Portage Lake Volcanics,Hnat et al.,2006,Tectonophysics,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Cardenas Basalts and Intrusions,9073,,"Co,Fo",100,36.1,248.1,16,114,285.5,57.0,57.0,33.9,6.4,32.0,185.0,6.8,9.3,8.0,0,4,1,1,1,1,1,1,0,1,0,1,5,B,1091,1086,1096,"1091±5, GPMDB4.6",Cardenas Basalts and Intrusions,"Weil,A.B., Geissman,J.W., Heizler,M., Van der Voo,R.",2003,Tectonophysics,375,199-220,"Paleomagnetism of Middle Proterozoic mafic intrusions and Upper Proterozoic (Nankoweap) red beds from the Lower Grand Canyon Supergroup, Arisona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Central Arizona diabases -N,new,"note also R group: 4 dykes very steep up (poor A95) + one antipodal direction dyke for each N, R group",,0,33.7,249.2,13,139,274.8,38.7,38.7,30.4,7.6,15.7,175.3,5.4,9.1,7.0,0,4,1,1,1,1,1,1,0,1,0,1,5,A,1088,1077,1099,"1088±11 in Donadini+12 ext abst (ignoring the 1085 age due to problems with that site, two polarities, 2 ages), Donadini et al 2011",Central Arizona diabases -N,"Donadini, F., Pesonen, L.J., Korhonen, K., Deutsch, A., Harlan, S.S.",2011,Geophysica,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Lake Shore Traps,9506,incorporates Diehl et al 1994 CJES,(C+ from Palmer+81; F+ implicit in good grouping after tilt-correction),100,47.6,271.9,31,374,283.0,35.7,35.7,1000.0,0.1,23.1,186.4,4.0,4.0,4.0,0,4,1,1,1,1,1,1,1,1,0,1,6,A,1087,1085,1089,"1087.2±1.6 date in andesite, Kulakov et al 2013",Lake Shore Traps,"Kulakov, E.V., Smirnov, A.V., Diehl, J.F.",2013,Canad.J.Earth Sci.,50,1085-1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Schroeder Lutsen Basalts,new,,,100,47.5,269.1,50,378,282.8,42.4,42.4,39.6,3.2,27.1,187.8,3.0,3.0,3.0,0,4,1,1,1,1,1,1,0,1,0,1,5,A,1090,1083,1092,Unit is younger than 1091.61 ± 0.14 Ma (U-Pb date on intrusion that is unconformably overlain),Schroeder Lutsen Basalts,"Fairchild, Luke M. and Swanson-Hysell, Nicholas L. and Ramezani, Jahandar and Sprain, Courtney J. and Bowring, Samuel A.",2017,Lithosphere,9,117-133,The end of Midcontinent Rift magmatism and the paleogeography of Laurentia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Michipicoten Island Formation,new,,,100,47.7,274.3,23,193,288.3,12.0,12.0,30.0,5.6,17.0,174.7,4.4,4.4,4.4,0,4,1,1,1,1,1,1,0,1,0,0,4,A,1084,1083,1085,"All VGPs between U-Pb zircon dates of 1084.35 ± 0.20 Ma and 1083.52 ± 0.23
Ma; Fairchild et al. 2017",Michipicoten Island Formation,"Fairchild, Luke M. and Swanson-Hysell, Nicholas L. and Ramezani, Jahandar and Sprain, Courtney J. and Bowring, Samuel A.",2017,Lithosphere,9,117-133,The end of Midcontinent Rift magmatism and the paleogeography of Laurentia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Nonesuch Shale,2053,,Fo,100,47.0,271.5,11,27,276.8,8.1,8.1,35.0,7.8,7.6,178.1,3.9,7.8,5.5,0,3,1,1,1,1,1,1,0,1,0,0,4,B,1050,1020,1080,", Wingate+02 est",Nonesuch Shale,"Henry,S.G., Mauk,F.J., Van der Voo,R.",1977,Canad.J.Earth Sci.,14,1128-1138,Paleomagnetism of the Upper Keweenawan sediments: the Nonesuch Shale and Freda Sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Freda Sandstone,2051,High temp.,Fo,100,47.0,271.5,20,85,272.4,1.5,1.5,32.0,5.9,2.2,179.0,3.0,5.9,4.2,0,3,1,1,1,1,1,1,0,1,0,0,4,B,1050,1020,1080,"looser age constraints than listed in GPMDB4.6, Wingate+02 est",Freda Sandstone,"Henry,S.G., Mauk,F.J., Van der Voo,R.",1977,Canad.J.Earth Sci.,14,1128-1138,Paleomagnetism of the Upper Keweenawan sediments: the Nonesuch Shale and Freda Sandstone,Overlaps with Cambrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Haliburton Intrusions,9165,A Component,,0,45.0,281.4,17,59,277.5,-71.8,71.8,23.0,3.8,-32.6,141.9,5.9,6.7,6.3,0or100,4,1,1,1,1,1,1,0,0,0,0,3,B,1015,1000,1030,"ok, GPMDB4.6",Haliburton Intrusions,"Warnock,A.C., Kodama,K.P., Zeitler,P.K.",2000,J.Geophys.Res.,105,19435-19453,Using thermochronometry and low-temperature demagnetization to accurately date Precambrian paleomagnetic poles,Overlaps with steep Ediacaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Tsezotene Sills Combined,5922,Combined Result,Ro,100,63.5,235.0,17,134,277.2,-3.5,3.5,1000.0,7.0,1.6,137.8,5.0,5.0,5.0,5or95,3,1,1,1,1,1,1,0,1,1,1,6,B,778,776,780,"778+/-2, GPMDB4.6",Tsezotene Sills Combined,"Park,J.K., Norris,D.K., Larochelle,A.",1989,Canad.J.Earth Sci.,26,2194-2203,Paleomagnetism and the origin of the Mackenzie Arc of northwestern Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,"MEAN Wyoming ""Gunbarrel"" dykes",new,"site-weighted mean of 3 studies (Tobacco Root B, Christmas Lake, Mt Moran)",,0,44.8,248.7,14,228,300.8,-18.8,18.8,1000.0,0.1,13.9,129.4,8.2,8.2,8.2,0or100,4,1,1,1,1,1,1,0,1,0,0,4,B,778,776,780,"778+/-2, GPMDB4.6","MEAN Wyoming ""Gunbarrel"" dykes",LULEÅ WORKING GROUP MEAN,2009,,,,,Overlaps with Paleozoic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Uinta Mountain Group,new,,,100,40.8,250.7,9,80,270.2,2.0,2.0,61.5,6.6,0.8,161.3,3.3,6.6,4.7,45or55,4,1,1,1,1,1,1,0,1,1,0,5,B,775,750,800,", new",Uinta Mountain Group,"Weil, A.B., Geissman, J.W., Ashby, J.M.",2006,Precambrian Res.,147,234-259,"A new paleomagnetic pole for the Neoproterozoic Uinta Mountain supergroup, Central Rocky Mountain States, USA",Overlaps with Cambrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Franklin event grand mean,new,Combined Result,C+,0,73.0,275.4,56,1000.0,289.1,0.6,0.6,1000.0,0.1,6.7,162.1,3.0,3.0,3.0,MIXED,4,1,1,1,1,1,1,1,1,1,0,6,A,723,721,727,"723+4/-2, ",Franklin event grand mean,"Denyszyn,S.W., Halls,H.C., Davis,D.W., Evans,D.A.D.",2009,Canad.J.Earth Sci.,46,689-705,Paleomagnetism and U-Pb Geochronology of Franklin dykes in High Arctic Canada and Greenland: A revised age and paleomagnetic pole constraining block rotations in the Nares Strait region,Overlaps with Cambrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Long Range Dykes,new,"Dykes 1,2,3,4 and 6",C+,0,53.7,303.3,5,92,110.3,56.8,56.8,1000.0,14.1,19.0,355.3,14.8,20.5,17.4,40or60,4,1,1,1,1,1,1,1,1,1,1,7,B,615,613,617,", GPMDB4.6",Long Range Dykes,"Murthy,G.S., Gower,C., Tubett,M., Patzold,R.",1992,Canad.J.Earth Sci.,29,1224-1234,"Paleomagnetism of Eocambrian Long Range dykes and Double Mer Formation from Labrador, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Baie des Moutons complex,9364,A direction,,0,50.8,301,8,87,98.6,78.0,78.0,71.1,6.8,42.6,332.7,11.7,12.4,12.0,0or100,4,1,1,1,1,1,1,0,0,0,1,4,B,583,581,585,"583.4±2.0 weighted mean of four hornblende 40Ar–39Ar plateau ages from sites 20 and 44, McCausland et al 2011",Baie des Moutons A,"McCausland, P.J.A., Hankard, F., Van der Voo, R., Hall, C.M.",2011,Precambrian Res.,187,58-78,"Ediacaran paleogeography of Laurentia: Paleomagnetism and 40Ar–39Ar geochronology of the 583Ma Baie des Moutons syenite, Quebec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Baie des Moutons complex,9365,B direction,,0,50.8,301,6,56,163.1,6.0,6.0,10.5,21.7,-34.2,321.5,10.9,21.8,15.4,20or80,4,1,1,1,0,0,1,0,0,1,0,3,B,583,581,585,"583.4±2.0 weighted mean of four hornblende 40Ar–39Ar plateau ages from sites 20 and 44, McCausland et al 2011",Baie des Moutons B,"McCausland, P.J.A., Hankard, F., Van der Voo, R., Hall, C.M.",2011,Precambrian Res.,187,58-78,"Ediacaran paleogeography of Laurentia: Paleomagnetism and 40Ar–39Ar geochronology of the 583Ma Baie des Moutons syenite, Quebec",Overlaps with Silurian (possible Salinic orogeny overprint),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Callander Alkaline Complex,6458,,"C+,R-",0,46.2,280.6,26,205,82.2,82.7,82.7,83.0,3.1,46.3,301.4,5.9,6.1,6.0,12or88,4,1,1,1,1,1,1,1,0,1,1,6,B,575,570,580,", GPMDB4.6",Callander Alkaline Complex,"Symons,D.T.A., Chiasson,A.D.",1991,Canad.J.Earth Sci.,28,355-363,Paleomagnetism of the Callander Complex and the Cambrian apparent polar wander path for North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Catoctin Basalts,7474,A Component,"C+,F+,Rc,M",100,38.5,281.8,6,28,68.0,84.0,84.0,59.0,9.0,42.0,296.7,17.4,17.7,17.5,50,4,1,1,1,1,1,1,1,1,1,1,7,B,572,567,577,"572±5 in felsic pod from lower Catoctin; 564 Ma in upper Catoctin -lower more applicable to basalts, Aleinikoff +95 Am.J.Sci",Catoctin Basalts,"Meert,J.G., Van der Voo,R., Payne,T.W.",1994,J.Geophys.Res.,99,4625-4641,Paleomagnetism of the Catoctin volcanic province: a new Vendian-Cambrian apparent polar wander path for North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia,Sept-Iles Layered Intrusion,1752,A Component,C*+,0,50.2,293.5,10,51,333.0,-29.0,29.0,34.0,8.0,-20.0,321.0,5.0,9.0,6.7,0or100,4,1,1,1,1,1,1,1,1,0,0,5,B,565,561,569,", GPMDB4.6",Sept-Iles Layered Intrusion,"Tanczyk,E.I., Lapointe,P., Morris,W.A., Schmidt,P.W.",1987,Canad.J.Earth Sci.,24,1431-1438,"A paleomagnetic study of the layered mafic intrusion at Sept-Iles, Quebec",Overlaps with Silurian (possible Salinic orogeny overprint),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Melville Bugt diabase dykes,9495,,,0,74.5834,302.974,9,54,33.1,-31.2,31.2,29.0,0.1,5.0,273.8,8.7,8.7,8.7,44or56,,1,1,1,1,1,1,0,1,1,1,6,B,1633,1628,1638,"U-Pb badd (1635 +/- 2.7; 1632 +/- 1.1; 1629.4 +/- 0.8), mixed polarity ",Melville Bugt diabase,"Denyszyn, S.W., Davis, D.W., Halls, H.C.",2009,Can. J. Earth Sci.,46,155-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Victoria Fjord dolerite dykes,489,,C+,0,81.5,315.3,12,92,265.2,21.5,21.5,60.0,5.6,10.3,231.7,3.1,5.9,4.3,0or100,,1,1,1,1,1,1,1,1,0,1,6,B,1382,1380,1384,"correl'd to Midsommerso, corr.",Victoria Fjord Dolerite Dykes,"Abrahamsen, N., Van der Voo, R.",1987,Geophys.JRAS,91,597-611,Palaeomagnetism of middle Proterozoic (c.1.25 Ga) dykes from central North Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Midsommersoe Dolerite,99,,,0,81.6,333.4,10,100,85.6,-14.5,14.5,39.0,7.8,6.9,242.0,5.1,5.1,5.1,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1382,1380,1384,"1382±2, d",Midsommersoe Dolerite,"Marcussen, C., Abrahamsen, N.",1983,Geophys.JRAS,73,367-387,"Palaeomagnetism of the Proterozoic Zig-Zag Dal Basalt and the Midsommerso dolerites, eastern North Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Zig-Zag Dal Basalts,98,,,0,81.2,334.8,19,135,93.6,-22.0,22.0,37.0,5.5,12.0,242.8,3.8,3.8,3.8,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1382,1380,1384,"correl'd to Midsommerso, corr.",Zig-Zag Dal Basalts,"Marcussen, C., Abrahamsen, N.",1983,Geophys.JRAS,73,367-387,"Palaeomagnetism of the Proterozoic Zig-Zag Dal Basalt and the Midsommerso dolerites, eastern North Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Kungnat Ring Dyke,2107,,,0,61.2,311.7,4,18,292.0,-15.4,15.4,455.0,4.3,3.4,198.7,2.3,4.4,3.2,0or100,,1,0,1,1,0,1,0,1,0,1,4,B,1275,1273,1277,"Upton+03, f",Kungnat Ring Dyke,"Piper, J.D.A., Stearn, J.E.F.",1977,Physics Earth Planet. Int.,14,345-358,"Palaeomagnetism of the dyke swarms of the Gardar Igneous Province, South Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,North Qoroq Intr.,6607,,,0,61.2,314.6,12,65,295.7,2.5,2.5,15.0,12.0,13.2,202.6,5.9,11.7,8.3,8or92,,1,1,1,1,1,1,0,0,1,1,5,B,1275,1274,1276,", f",North Qoroq Intr.,"Piper, J.D.A.",1992,Precambrian Res.,54,153-172,"The palaeomagnetism of major (Middle Proterozoic) igneous complexes, South Greenland and the Gardar apparent polar wander track",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,West Gardar Dolerite Dykes,2106,,,0,61.2,311.7,24,138,291.5,-3.3,3.3,11.0,9.4,8.7,201.7,4.7,9.4,6.6,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1244,1236,1251,"1236-1251, f",West Gardar Dolerite Dykes,"Piper, J.D.A., Stearn, J.E.F.",1977,Physics Earth Planet. Int.,14,345-358,"Palaeomagnetism of the dyke swarms of the Gardar Igneous Province, South Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,West Gardar Lamprophyre Dykes,2108,,,0,61.2,311.7,9,51,284.8,-8.6,8.6,28.0,10.0,3.2,206.4,5.1,10.1,7.2,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1238,1227,1249,"CHECK AGE, f",West Gardar Lamprophyre Dykes,"Piper, J.D.A., Stearn, J.E.F.",1977,Physics Earth Planet. Int.,14,345-358,"Palaeomagnetism of the dyke swarms of the Gardar Igneous Province, South Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Hviddal Giant Dyke,2132,,,0,60.9,313.7,7,38,294.3,42.7,42.7,38.0,9.8,33.2,215.3,7.6,12.2,9.6,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1184,1179,1189,"1184±5, f",Hviddal Giant Dyke,"Piper, J.D.A.",1977,BGS Denmark,26,85-94,"Palaeomagnetism of the giant dykes of Tugtutoq and Narssaq Gabbro, Gardar Igneous Province, South Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Narssaq Gabbro,2133,,,0,60.9,313.8,4,22,285.3,46.8,46.8,97.0,9.4,31.6,225.4,7.8,12.1,9.7,0or100,,1,0,1,1,0,1,0,1,0,1,4,B,1184,1179,1189,"1184±5 assoc'd with Hviddal giant dyke, f",Narssaq Gabbro,"Piper, J.D.A.",1977,BGS Denmark,26,85-94,"Palaeomagnetism of the giant dykes of Tugtutoq and Narssaq Gabbro, Gardar Igneous Province, South Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,South Qoroq Intr.,6610,,,0,61.2,314.6,9,67,299.9,51.2,51.2,20.0,12.0,41.8,215.9,10.8,15.9,13.1,0or100,,1,1,1,1,1,1,1,0,0,1,5,A,1163,1161,1165,"1160±8 Rb-Sr, also 1163±2 U-Pb on assoc'd younger giant dykes, f",South Qoroq Intr.,"Piper, J.D.A.",1992,Precambrian Res.,54,153-172,"The palaeomagnetism of major (Middle Proterozoic) igneous complexes, South Greenland and the Gardar apparent polar wander track",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,Giant Gabbro Dykes,2131,,,0,60.9,313.7,13,73,292.2,56.5,56.5,30.0,7.6,42.3,226.1,8.0,11.1,9.4,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1163,1161,1165,"1163±2, f",Giant Gabbro Dykes,"Piper, J.D.A.",1977,BGS Denmark,26,85-94,"Palaeomagnetism of the giant dykes of Tugtutoq and Narssaq Gabbro, Gardar Igneous Province, South Greenland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland,NE-SW Trending Dyke Swarm,6609,,,0,61.2,314.6,18,102,282.9,50.9,50.9,46.0,5.0,33.4,230.8,4.7,6.9,5.7,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1160,1155,1165,"younger than 1163 giant dykes, older than 1156±1 central Tugtutoq pluton, s",NE-SW Trending Dyke Swarm,"Piper, J.D.A.",1992,Precambr.Res.,54,153-172,"The palaeomagnetism of major (Middle Proterozoic) igneous complexes, South Greenland and the Gardar apparent polar wander track",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Greenland-Nain,Kangamiut Dykes,3222,,,0,66.0,307.0,23,157,220.0,56.0,56.0,190.0,2.1,17.1,273.8,2.2,3.2,2.7,0or100,,1,1,1,1,1,0,1,1,0,0,4,B,2042,2030,2054,"2543, 2766, mixed polarity?",Kangamiut Dykes,"Fahrig, W.F., Bridgwater, D.",1976,Early Hist. of Earth,,427-439,Late Archean-Early Proterozoic paleomagnetic pole positions from West Greenland,Looks like Victoria Fjord and Tobacco Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Scotland,MEAN Stoer Group,NEW,"sample-weighted mean of (Stewart+Irving 74, Smith+83, TS87 Achiltibuie, TS87 Stoer, Darabi+Piper 04, Borradaile+Geneviciene 08)",many,100,58.0,354.5,,610,310.8,34.7,34.7,1000.0,0.1,37.2,238.4,7.7,7.7,7.7,MIXED,4,0,1,1,1,1,1,1,1,1,0,5,B,1199,1129,1269,"1199±70, ",MEAN Stoer Group,LULEÅ WORKING GROUP MEAN,2009,,,,,Overlaps with Keweenawan Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Scotland,MEAN Torridon Group,NEW,"sample-weighted mean of (Irving+Runcorn 57, Stewart+Irving 74, Smith+83, Torsvik+Sturt 87, Potts 90, Williams+Schmidt 97, Borradaile+Geneviciene 08)",many,100,57.9,354.3,,880,119.6,56.7,56.7,1000.0,0.1,-17.7,220.9,7.1,7.1,7.1,MIXED,4,0,1,1,1,1,1,1,1,1,0,5,B,925,780,1070,,MEAN Torridon Group,LULEÅ WORKING GROUP MEAN,2009,,,,,Overlaps with Long Range Dikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Svalbard,Lower Grusdievbreen Formation,new,,Fo,100,79.0,18.0,4,53,354.4,16.1,16.1,39.9,14.7,19.6,204.9,7.8,15.1,10.9,MIXED,4,1,1,1,1,1,1,0,0,1,1,5,B,831,811,850,"pre-Bitter Springs, authors",Lower Grusdievbreen Formation,"Maloof,A.C., Halverson,G.P., Kirschvink,J.L., Schrag,D.P., Weiss,B.P., Hoffman,P.F.",2006,Geol.Soc.Am.Bulletin,118,1099-1124,"Combined paleomagnetic, isotopic, and stratigraphic evidence for true polar wander from the Neoproterozoic Akademikerbreen Group, Svalbard, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Svalbard,Upper Grusdievbreen Formation,new,,Fo,100,78.9,18.2,5,107,126.3,14.7,14.7,84.2,8.4,-1.1,252.6,4.4,8.6,6.2,MIXED,4,1,1,1,1,1,1,0,0,1,1,5,B,800,789,811,"789-811, authors",Upper Grusdievbreen Formation,"Maloof,A.C., Halverson,G.P., Kirschvink,J.L., Schrag,D.P., Weiss,B.P., Hoffman,P.F.",2006,Geol.Soc.Am.Bulletin,118,1099-1124,"Combined paleomagnetic, isotopic, and stratigraphic evidence for true polar wander from the Neoproterozoic Akademikerbreen Group, Svalbard, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Svalbard,Svanbergfjellet Formation,new,,F*+,100,78.5,18.0,1,18,333.2,29.4,29.4,25.2,7.0,25.9,226.8,4.3,7.7,5.8,0or100,4,1,0,1,1,0,1,1,0,0,1,4,B,760,730,789,"pre-Islay anomaly, post BS, authors",Svanbergfjellet Formation,"Maloof,A.C., Halverson,G.P., Kirschvink,J.L., Schrag,D.P., Weiss,B.P., Hoffman,P.F.",2006,Geol.Soc.Am.Bulletin,118,1099-1124,"Combined paleomagnetic, isotopic, and stratigraphic evidence for true polar wander from the Neoproterozoic Akademikerbreen Group, Svalbard, Norway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
