RefNo,ResultNo,RockName,Year,Authors,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,QSUM,RSUM,K,A95,B,N
725,2273,Michikamau Intrusion,1976,"Emslie,R.F., Irving,E., Park,J.K.",Canad. J. Earth Sci.,13,1052-1057,North America,"intrusives, anorthosite",1455,1465,1455,1465,54.5,-64,-2.5,220.5,5,9.5,6,,53,9.5,6,25
726,2272,Stark Formation,1976,"Bingham,D.K., Evans,M.E.",Canad. J. Earth Sci.,13,563-578,North America,"sediments, redbeds",1650,1850,1650,1850,62.4,-110.7,-15.3,214.7,3.5,6.9,4,3,12.6,6.7,39,120
730,2271,Mistastin Pluton,1976,"Fahrig, W.F., Jones, D.L.",Canad. J. Earth Sci.,13,832-837,North America,"intrusives, adamellite",1400,1440,1400,1440,55.6,-63.7,-1,201.5,7.6,7.6,3,,48.5,8.8,7,35
756,2261,Steel Mountain Anorthosite,1976,"Murthy,G.S., Rao,K.V.",Canad. J. Earth Sci.,13,75-83,North America,"intrusives, anorthosites",900,1100,900,1100,48.5,-58.5,22.5,139,8,14,3,,22,13,7,28
756,2260,Indian Head Anorthosite,1976,"Murthy,G.S., Rao,K.V.",Canad. J. Earth Sci.,13,75-83,North America,"intrusives, anorthosites",864,899,864,899,48.5,-58.5,8,337.5,15,20,3,,30,14,5,21
716,2244,Haliburton Intrusions,1976,"Buchan, K.L., Dunlop, D.J.",J.Geophys.Res.,81,2951-2967,North America,"intrusives, gabbro, diorite",930,1030,850,950,45,-78.5,-3,167.4,4.6,7.6,3,,53.5,6.6,6,10
727,5908,Tochatwi Formation,1976,"Evans, M.E., Bingham, D.K.",Canad. J. Earth Sci.,13,555-562,North America,"sediments, redbeds",1600,1800,1600,1800,62.4,-110.7,4.4,184.8,8.5,14.6,1,,35,13,5,12
245,2616,Whitestone Anorthosite and Diorite,1975,"Ueno, H., Irving, E., McNutt, R.H.",Canad. J. Earth Sci.,12,209-226,North America,"intrusives, anorthosite, diorite",1300,1400,1025,1100,45.6,-79.9,-22,140,8,10,3,,223,6,4,15
1039,2167,Kaminak Metamorphosed Dykes,1975,"Christie, K.W., Davidson, A., Fahrig, W.F.",Canad. J. Earth Sci.,12,2048-2064,North America,metamorphics,1615,1892,1615,1892,62.2,-95,20.4,267.9,5.3,6.5,4,,55,4,22,94
1039,2168,Kaminak Unmetamorphosed Dykes,1975,"Christie, K.W., Davidson, A., Fahrig, W.F.",Canad. J. Earth Sci.,12,2048-2064,North America,"intrusives, diabase",2496,2500,2496,2500,62.2,-95,-23.8,237.7,12,24,3,2,12,24,3,15
1039,2169,Kaminak Lamprophyre Dykes,1975,"Christie, K.W., Davidson, A., Fahrig, W.F.",Canad. J. Earth Sci.,12,2048-2064,North America,"intrusives, lamprophyre dykes",1700,1800,1700,1800,62.2,-95,40.9,267.2,18.8,19,4,,33,10,6,31
2241,5871,Magnetawan Metasediments,1975,"McWilliams,M.O., Dunlop,D.J.",Science,190,269-272,North America,"metamorphics, metasediments",900,1100,900,1100,45.8,-79.7,-24,130,6.4,7.2,4,,51,4,23,83
1116,2220,Montagnais Dykes,1975,"Seguin,M.K.",Pure Appl.Geophys.,113,435-445,North America,"intrusives, diabase",1150,1400,1150,1400,54.7,-66.7,-10,223,7.7,15.2,4,,11,7.6,11,77
242,3204,Gowganda Formation,1975,"Symons, D.T.A.",Geology,3,303-306,North America,"sediments, arkose, siltstone",2200,2380,2150,2300,46.5,-82.8,65.4,237.8,10,11,3,,,6,16,58
622,1895,Cape Smith Basalts,1975,"Fujiwara, Y., Schwarz, E.J.",Canad. J. Earth Sci.,12,1785-1793,North America,"extrusives, basalts",1450,1800,1450,1800,60.8,-78.2,16,253,4,5,4,,47,4,30,300
240,2904,Pensive Lake Sheet,1975,"McGlynn,J.C., Irving,E.",Tectonophysics,26,23-28,North America,"intrusives, diabase",1800,2500,1800,2500,62.7,-113.4,72,77,4.6,6,1,1,400,4,1,5
240,2903,Duck Lake Sill,1975,"McGlynn,J.C., Irving,E.",Tectonophysics,26,23-28,North America,intrusives,2000,2100,2000,2100,62.5,-114.3,-6,313,8.7,17,2,2,44,17,1,5
240,2902,Thistlewaite Dyke,1975,"McGlynn,J.C., Irving,E.",Tectonophysics,26,23-28,North America,intrusives,1800,2500,1800,2500,63.2,-113.6,53,185,4.5,5.2,2,,400,3,1,5
240,2901,Dogrib Dykes,1975,"McGlynn,J.C., Irving,E.",Tectonophysics,26,23-28,North America,intrusives,2184,2192,1700,1800,63.3,-113.8,7,282,8,12,2,,21,9,8,13
240,2900,Dogrib Dykes,1975,"McGlynn,J.C., Irving,E.",Tectonophysics,26,23-28,North America,intrusives,2184,2192,2184,2192,62.7,-113.9,35,130,2.7,4.7,4,3,70,4,16,83
240,2899,'X' Dykes,1975,"McGlynn,J.C., Irving,E.",Tectonophysics,26,23-28,North America,intrusives,2600,2800,2600,2800,63.3,-113.8,-20,209,6,12,2,2,100,12,3,11
240,2898,Indin Dykes,1975,"McGlynn,J.C., Irving,E.",Tectonophysics,26,23-28,North America,"intrusives, diabase",2108,2129,2108,2126,63.3,-113.6,19,284,9,12,5,,29,8,13,72
231,2639,Combined Upper Belt-Purcell Supergroup,1975,"Evans, M.E., Bingham, D.K., McMurry, E.W.",Canad. J. Earth Sci.,12,52-61,North America,"sediments, extrusives",1100,1400,1100,1400,49.4,-114.5,-17.1,217.8,4.1,7.1,3,,39.4,6.2,15,44
231,2638,Purcell Lava,1975,"Evans, M.E., Bingham, D.K., McMurry, E.W.",Canad. J. Earth Sci.,12,52-61,North America,extrusives,1100,1400,1100,1400,49.4,-114.5,-24,214.7,4,7.4,2,,314,7,3,8
231,2637,Shepard Formation,1975,"Evans, M.E., Bingham, D.K., McMurry, E.W.",Canad. J. Earth Sci.,12,52-61,North America,sediments,1100,1400,1100,1400,49.4,-114.5,-18.3,219.7,7.2,11.9,2,,29.4,10.4,8,24
231,2636,Kintla Formation,1975,"Evans, M.E., Bingham, D.K., McMurry, E.W.",Canad. J. Earth Sci.,12,52-61,North America,sediments,1100,1400,1100,1400,49.4,-114.5,-13.8,215.2,5.8,9.6,3,,69.5,8.1,6,12
229,2635,Flin Flon-Snow Lake Greenstone,1975,"Park, J.K.",Canad. J. Earth Sci.,12,1272-1290,North America,"metamorphics, greenstones",1770,1900,1600,1700,54.8,-101.9,27,265,8,8.9,4,,17,5,43,183
229,2634,Flin Flon-Snow Lake Greenstone,1975,"Park, J.K.",Canad. J. Earth Sci.,12,1272-1290,North America,"metamorphics, greenstones",1770,1900,1770,1900,54.8,-101.9,-21,310,9,18,3,,12,18,7,31
233,2630,Otto Stock Dykes and Aureole,1975,"Pullaiah,G., Irving,E.",Canad. J. Earth Sci.,12,1609-1618,North America,"intrusives, lamprophyres, baked rocks",2679,2681,1500,2000,48,-80.1,-52,239,9,17,3,3,68,15,3,16
233,2629,Otto Stock Dykes and Aureole,1975,"Pullaiah,G., Irving,E.",Canad. J. Earth Sci.,12,1609-1618,North America,"intrusives, lamprophyres, baked rocks",2679,2681,2679,2681,48,-80.1,69,227,4.5,5.2,6,5,139,3,18,84
228,2628,Natkusiak Formation,1975,"Palmer, H.C., Hayatsu, A.",Canad. J. Earth Sci.,12,1439-1447,North America,"extrusives, lavas, intrusives, diabase",721,727,721,727,71,-116,-7,163,4,4,4,,48,5.4,16,53
217,5906,Molson Dykes,1975,"Ermanovics,I., Fahrig,W.F.",Canad. J. Earth Sci.,12,1564-1575,North America,"intrusives, dykes",1800,2000,1600,1700,54,-97.5,-5,294,,,2,,39,,1,6
217,2624,Molson Dykes,1975,"Ermanovics,I., Fahrig,W.F.",Canad. J. Earth Sci.,12,1564-1575,North America,"intrusives, dykes",1800,2000,1800,2000,54,-97.5,28,246,12,12,3,,48,7,10,50
227,2622,Nipissing Diabase Combined,1975,"Symons, D.T.A., Londry, J.M.",Canad. J. Earth Sci.,12,940-948,North America,"intrusives, diabase",2215,2223,2215,2223,48,-81,-14.1,265.9,5.7,8.8,5,4,,,37,
227,2621,Nipissing Diabase,1975,"Symons, D.T.A., Londry, J.M.",Canad. J. Earth Sci.,12,940-948,North America,"intrusives, diabase",2215,2223,0,1,47.5,-80.7,73.4,237.8,10.2,11.4,3,,66,6.4,9,39
227,2620,Nipissing Diabase,1975,"Symons, D.T.A., Londry, J.M.",Canad. J. Earth Sci.,12,940-948,North America,"intrusives, diabase",2215,2223,2215,2223,47.5,-80.7,-13.8,253.8,8.6,13.8,4,3,19.1,11.3,10,47
245,2619,Whitestone Anorthosite and Diorite,1975,"Ueno, H., Irving, E., McNutt, R.H.",Canad. J. Earth Sci.,12,209-226,North America,"intrusives, anorthosite, diorite",1300,1400,1000,1025,45.6,-79.9,-5,168,6,10,4,,45,8,8,39
245,2618,Whitestone Anorthosite and Diorite,1975,"Ueno, H., Irving, E., McNutt, R.H.",Canad. J. Earth Sci.,12,209-226,North America,"intrusives, anorthosite, diorite",1300,1400,900,1000,45.6,-79.9,1,149,21,33,3,,3,26,2,13
245,2617,Whitestone Anorthosite and Diorite,1975,"Ueno, H., Irving, E., McNutt, R.H.",Canad. J. Earth Sci.,12,209-226,North America,"intrusives, anorthosite, diorite",1300,1400,1025,1100,45.6,-79.9,-16,154,8,11,4,,96,8,5,29
249,2804,Nipissing Diabase,1974,"Patel, J.P., Palmer, H.C.",Canad. J. Earth Sci.,11,353-361,North America,"intrusives, diabase",2215,2223,2215,2223,46.4,-83,-15.7,290.2,4.8,7.6,3,4,166,6,5,21
247,2612,Osler Volcanics,1974,"Halls, H.C.",Canad. J. Earth Sci.,11,1200-1207,North America,extrusives,1090,1110,1090,1110,48.7,-88.1,43.1,194.5,5,6.8,5,,40.2,4.6,25,106
247,2613,Osler Volcanics,1974,"Halls, H.C.",Canad. J. Earth Sci.,11,1200-1207,North America,extrusives,1090,1110,1090,1110,48.7,-88.1,33.9,177.9,6.1,10.2,4,,82.3,8.5,5,25
234,2642,Sparrow Dykes,1974,"McGlynn,J.C., Hanson,G.N., Irving,E., Park,J.K.",Canad. J. Earth Sci.,11,30-42,North America,intrusives,1823,1831,1823,1831,61.6,-109.8,12,291,6.6,9.4,5,4,50,7,10,54
234,2643,Nonacho Group,1974,"McGlynn,J.C., Hanson,G.N., Irving,E., Park,J.K.",Canad. J. Earth Sci.,11,30-42,North America,"sediments, maroon sandstones",1700,2500,1400,1700,61.6,-109.8,13,275,19,19,4,,11,14,12,40
235,2644,Nemogosenda Carbonatite Complex,1974,"Symons, D.T.A., Garber, J.",Canad. J. Earth Sci.,11,341-345,North America,"intrusives, nepheline-syenite",1000,1080,1000,1080,48,-83.1,43,182,15,24,4,,,18,11,41
235,2645,Archean gneiss,1974,"Symons, D.T.A., Garber, J.",Canad. J. Earth Sci.,11,341-345,North America,"metamorphics, gneiss",2500,3000,2500,3000,48,-83.1,75,219,27,31,1,1,,18,3,9
246,2646,Spanish River Complex,1974,"Robertson, W.A., Watkinson, D.H.",Canad. J. Earth Sci.,11,795-800,North America,"intrusives, ijolite, carbonatite",1750,1956,1750,1956,46.5,-81.6,37,264,24,25,2,,7,13,8,21
248,2648,Keewatin Franklin Dykes,1974,"Park, J.K.",Canad. J. Earth Sci.,11,1012-1017,North America,"intrusives, diabase",720,726,720,726,66,-90,3,161.3,9.2,9.2,3,,33.5,21.7,3,32
246,2647,Spanish River Dykes,1974,"Robertson, W.A., Watkinson, D.H.",Canad. J. Earth Sci.,11,795-800,North America,"intrusives, dykes, metamorphics, fenite",1375,1475,1375,1475,46.5,-81.6,-10,224,11,21,2,,5,19,4,14
241,2475,Morin Anorthosite Complex,1974,"Irving, E., Park, J.K., Emslie, R.F.",J.Geophys.Res.,79,5482-5490,North America,metamorphics,1152,1158,1097,1151,46.1,-74.4,-42.2,140.6,9.2,9.9,4,,32,5.3,24,117
244,2607,Mealy Mountain Anorthosite Suite,1974,"Fahrig, W.F., Christie, K.W., Schwarz, E.J.",Canad. J. Earth Sci.,11,18-29,North America,"intrusives, anorthosites",1644,1648,1000,1500,53,-60,8.4,180.7,12,12,3,,7,18.6,11,56
244,2608,Mealy Mountain Anorthosite Suite,1974,"Fahrig, W.F., Christie, K.W., Schwarz, E.J.",Canad. J. Earth Sci.,11,18-29,North America,"intrusives, anorthosites",1644,1648,1644,1648,53,-60,-37.9,178.3,9.1,9.1,5,,35,7.2,14,66
244,2609,Shabogamo gabbro,1974,"Fahrig, W.F., Christie, K.W., Schwarz, E.J.",Canad. J. Earth Sci.,11,18-29,North America,"intrusives, gabbro",1500,1600,1500,1600,54.2,-64.3,-11.9,213.7,15.7,31.4,2,,17,31.4,3,12
244,5836,Shabogamo gabbro,1974,"Fahrig, W.F., Christie, K.W., Schwarz, E.J.",Canad. J. Earth Sci.,11,18-29,North America,"intrusives, gabbro",1500,1600,900,1100,53.6,-65,-7.5,181.9,9.3,16.5,3,,10,15.2,10,85
232,2610,St. Urbain Anorthosite,1974,"Hargraves,R.B., Roy,D.W.",Canad. J. Earth Sci.,11,854-859,North America,"intrusives, anorthosite",1057,1101,300,400,47.5,-70.4,-7,148,12,16,2,,48.8,11.1,5,21
248,2649,Keewatin Mackenzie Dykes,1974,"Park, J.K.",Canad. J. Earth Sci.,11,1012-1017,North America,"intrusives, diabase",1200,1300,1200,1300,66,-90,2.5,190.2,7.4,7.4,3,,28.7,8.2,12,94
241,2476,Morin Anorthosite Complex,1974,"Irving, E., Park, J.K., Emslie, R.F.",J.Geophys.Res.,79,5482-5490,North America,metamorphics,1152,1158,900,1100,46.1,-74.4,,164,9,12,4,,17,10,13,45
2251,3484,Muskox Intrusion,1973,"Baragar,W.R.A., Robertson,W.A.",Canad. J. Earth Sci.,10,1519-1532,North America,"intrusives, gabbro",1266,1274,1266,1274,66,-113,6,191,4,7,4,,13,6,40,80
267,2591,Cardenas Lavas and Sandstone,1973,"Elston,D.P., Scott,G.R.",Earth Planet.Sci.Letters,18,253-265,North America,"extrusives, lavas, sediments, redbeds",1020,1160,1020,1160,36.1,-111.8,0.4,185.4,4.9,8.2,4,,49.8,6.9,10,28
222,2601,Baffin Island Dykes,1973,"Fahrig, W.F., Schwarz, E.J.",Canad. J. Earth Sci.,10,576-581,North America,"intrusives, diabase",720,726,720,726,70,-74,6.3,168.2,4.8,4.8,5,,,,10,49
222,2602,Franklin diabases Combined,1973,"Fahrig, W.F., Schwarz, E.J.",Canad. J. Earth Sci.,10,576-581,North America,"intrusives, diabase",720,726,720,726,70,-74,5.8,165.8,3.8,3.8,5,,,,46,245
225,2603,Wilberforce Pyroxenite,1973,"Palmer, H.C., Carmichael, C.M.",Canad. J. Earth Sci..,10,1175-1190,North America,"intrusives, pyroxenite",700,1100,700,1100,45.1,-78.3,-14.4,148,5.3,7,3,,390,4.7,4,27
225,2604,Tudor Gabbro,1973,"Palmer, H.C., Carmichael, C.M.",Canad. J. Earth Sci..,10,1175-1190,North America,"intrusives, gabbro",1090,1130,1090,1130,44.7,-77.7,17.1,137.9,5.2,9,4,,40.1,7.7,10,42
225,2605,River Valley Anorthosite and Fall Lake Complex,1973,"Palmer, H.C., Carmichael, C.M.",Canad. J. Earth Sci..,10,1175-1190,North America,"intrusives, anorthosite",900,1100,900,1100,46.6,-80,8.2,161.3,3.7,6.8,2,,211,6.3,4,16
236,2606,Otish gabbro,1973,"Fahrig, W.F., Chown, E.H.",Canad. J. Earth Sci.,10,1556-1564,North America,"intrusives, gabbro",2000,2200,2000,2200,52.3,-71,34.8,253.4,9,9,3,,64,,10,75
98,2815,"Beartooth Mountains dykes 7,8",1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,"intrusives, dykes",1400,1600,1400,1600,45,-110,-2.5,264.4,11.1,14.7,2,,65.8,9.7,2,12
98,2814,"Beartooth Mountains dykes 3,4,5",1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,"intrusives, dykes",2400,2700,2400,2700,45,-110,-11.5,310.7,12.7,23.9,2,2,31,22.6,3,19
98,2813,Beartooth Mountains Dyke 6,1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,"intrusives, dyke",2400,2700,2400,2700,45,-110,-40,326,7,12,2,2,40,11,1,6
98,2812,Beartooth Mountains Dyke 2,1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,"intrusives, dyke",680,780,680,780,45,-110,12.5,146.5,15.5,31,2,,67,31,2,11
98,2811,Rama diabase,1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,"intrusives, diabase",850,1200,850,1200,36.5,-112,1.4,177.1,9,9,3,,47,11.3,5,38
98,2810,Laramie Range Anorthosite,1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,"intrusives, anorthosite",1400,1600,1400,1600,41.8,-105.5,-14,206,3,6,2,,110,5,1,8
98,2809,Owl Creek Mountains dykes,1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,"intrusives, dykes",1910,2090,1910,2090,43.6,-108.8,-27.1,248,8.7,15.2,2,2,87,13.2,3,17
243,2737,Dubawnt Group,1973,"Park, J.K., Irving, E., Donaldson, J.A.",Geol.Soc.Amer.Bull.,84,859-870,North America,"sediments,redbeds,extrusives,intrusives",1781,1789,1781,1789,64.1,-94.4,7,277,8,8,7,4,17,7,30,130
237,2661,Gargantua and Mamainse Point Lavas,1973,"Robertson, W.A.",Canad. J. Earth Sci.,10,1541-1555,North America,"extrusives, basalts, rhyolites",1089,1139,1089,1139,47.2,-84.8,45.8,232,14,16,5,,26.4,8.8,12,67
237,2660,Gargantua and Mamainse Point Lavas,1973,"Robertson, W.A.",Canad. J. Earth Sci.,10,1541-1555,North America,"extrusives, basalts, rhyolites",1089,1139,1089,1139,47.2,-84.8,29.5,182.7,4.4,7.6,5,,35.3,6.1,15,76
230,2659,Martin Formation,1973,"Evans, M.E., Bingham, D.K.",Canad. J. Earth Sci.,10,1485-1493,North America,"extrusives, sediments, redbeds",1814,1822,1814,1822,59.6,-108.6,-9,288,6.3,11.5,4,3,15,10.4,15,56
224,2658,Seal Lake Group Redbeds,1973,"Roy,R.L., Fahrig,W.F.",Canad. J. Earth Sci.,10,1279-1301,North America,"sediments, redbeds",1231,1411,1231,1411,54.5,-62,5,205,3,6,4,,57,5.6,10,45
224,2656,Croteau Group Volcanics,1973,"Roy,R.L., Fahrig,W.F.",Canad. J. Earth Sci.,10,1279-1301,North America,"extrusives, intrusives",1487,1573,900,1100,54.5,-62,30,138,26,28,4,,26,15,5,28
223,2655,Melville-Daly Bay Metamorphic Rocks,1973,"Park, J.K.",Canad. J. Earth Sci.,10,1079-1088,North America,"metamorphics, gneiss",1592,1652,0,1,66.5,-85,67,351,18.7,18.7,4,,18,13.3,8,32
223,2654,Melville-Daly Bay Metamorphic Rocks,1973,"Park, J.K.",Canad. J. Earth Sci.,10,1079-1088,North America,"metamorphics, gneiss",1592,1652,1592,1652,64.1,-89,11,259,6,8,4,,38,6,16,63
221,2653,Sibley Group,1973,"Robertson, W.A.",Canad. J. Earth Sci.,10,180-193,North America,"sediments, redbeds",1320,1420,1071,1111,48.8,-88.5,71,206,28,33,4,,17,19,5,17
221,2652,Sibley Group,1973,"Robertson, W.A.",Canad. J. Earth Sci.,10,180-193,North America,"sediments, redbeds",1320,1420,1320,1420,48.8,-88.5,-21,216,7,13,6,,22,13,7,25
98,5925,Bighorn Mountains Dykes,1973,"Larson, E.E., Reynolds, R., Hoblitt, R.",Geol.Soc.Amer.Bull.,84,3231-3248,North America,intrusives,1400,2100,1400,2100,44.5,-107,-66,254,20,34,1,,6,29,6,34
224,5835,Seal Lake Group Diabase,1973,"Roy,R.L., Fahrig,W.F.",Canad. J. Earth Sci.,10,1279-1301,North America,"intrusives, diabase",1231,1411,1231,1411,54.5,-62,8,153,7,12,4,,29,,9,51
2251,3485,Coppermine Group Lavas,1973,"Baragar,W.R.A., Robertson,W.A.",Canad. J. Earth Sci.,10,1519-1532,North America,extrusives,1050,1250,1050,1250,67,-116,1,183,3,6,3,,35,5,21,42
2251,5917,Coppermine Group Lavas,1973,"Baragar,W.R.A., Robertson,W.A.",Canad. J. Earth Sci.,10,1519-1532,North America,extrusives,1050,1250,1050,1250,67.6,-116.2,-8,210,5.5,10.5,3,,23,10,11,63
2251,5920,Coppermine Group Combined,1973,"Baragar,W.R.A., Robertson,W.A.",Canad. J. Earth Sci.,10,1519-1532,North America,"extrusives, sediments, redbeds",1050,1250,1050,1250,67.3,-116,1,183,3,6,3,,21,6,30,90
2251,5919,Coppermine Group Redbeds,1973,"Baragar,W.R.A., Robertson,W.A.",Canad. J. Earth Sci.,10,1519-1532,North America,"sediments, redbeds",1050,1250,1050,1250,67.5,-116,2,193,17,30,2,,9,28,5,13
2251,5918,Coppermine Group Lavas,1973,"Baragar,W.R.A., Robertson,W.A.",Canad. J. Earth Sci.,10,1519-1532,North America,extrusives,1050,1250,1050,1250,67.5,-116,-2,168,7,14,2,,42,14,4,20
224,5834,Seal Lake Group Basalts,1973,"Roy,R.L., Fahrig,W.F.",Canad. J. Earth Sci.,10,1279-1301,North America,"extrusives, basalts",1231,1411,900,1100,54.5,-62,6,149,6,10,3,,107,8,5,22
224,2657,Seal Lake Group Basalts,1973,"Roy,R.L., Fahrig,W.F.",Canad. J. Earth Sci.,10,1279-1301,North America,"extrusives, basalts",1231,1411,1231,1411,54.5,-62,18,194,10.8,21.2,3,,36,20.8,3,6
267,2589,Nankoweap Formation,1973,"Elston,D.P., Scott,G.R.",Earth Planet.Sci.Letters,18,253-265,North America,"sediments, redbeds",900,1100,900,1100,36.1,-111.8,12.5,174.4,4.5,7.7,3,,105,6.6,,6
267,2590,"Cardenas Lavas, Weathered Zone",1973,"Elston,D.P., Scott,G.R.",Earth Planet.Sci.Letters,18,253-265,North America,extrusives,1020,1160,1020,1160,36.1,-111.8,49.4,192.2,11.4,14.1,4,,79.4,8.6,5,
2246,5892,Gogebic Porphyry,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,"intrusives, quartz porphyry",1000,1100,1000,1100,46.6,-89.6,33.9,174,16.8,29,2,,25,25,3,13
238,2668,Dykes of the Frontenac Axis,1972,"Park, J.K., Irving, E.",Canad. J. Earth Sci.,9,763-765,North America,"intrusives, dykes",444,542,444,542,44.3,-76.3,-5,140,24.4,32.7,2,,32,22,3,22
238,2667,"Kingston Dykes, Frontenac Swarm",1972,"Park, J.K., Irving, E.",Canad. J. Earth Sci.,9,763-765,North America,"intrusives, dykes",800,900,800,900,44.3,-76.3,-12,163,7,7,3,,112,6,6,37
238,2666,Kingston Dyke 12,1972,"Park, J.K., Irving, E.",Canad. J. Earth Sci.,9,763-765,North America,"intrusives, dykes",443,545,443,545,44.3,-75.9,20,197,7,12.1,2,,30,11,1,7
238,2665,Kingston Dyke 4,1972,"Park, J.K., Irving, E.",Canad. J. Earth Sci.,9,763-765,North America,"intrusives, dykes",700,750,700,750,44.3,-76.4,24,154,2.6,5.2,2,,134,5,1,9
226,2664,Et-Then Group,1972,"Irving,E., Park,J.K., McGlynn,J.C.",Canad. J. Earth Sci.,9,744-755,North America,"sediments, redbeds",1250,1845,1250,1845,62.3,-111.6,-1,312,8,8,5,4,17,10,14,37
226,2663,Mackenzie Diabase Combined,1972,"Irving,E., Park,J.K., McGlynn,J.C.",Canad. J. Earth Sci.,9,744-755,North America,"intrusives, diabase",1265,1269,1265,1269,64,-90,1,189,3,3,5,,,,35,150
226,2662,Mackenzie Diabase,1972,"Irving,E., Park,J.K., McGlynn,J.C.",Canad. J. Earth Sci.,9,744-755,North America,"intrusives, diabase",1265,1269,1265,1269,64,-110,-1,185,6,6,6,,55.5,6.5,8,64
683,2979,Labrador Dyke,1972,"Murthy,G.S., Deutsch,E.R.",Canad. J. Earth Sci.,9,207-212,North America,"intrusives, meta-lamprophyre dyke",948,986,948,986,54.4,-57.1,18.2,236,8,12,2,,111,9,1,4
265,2867,Town Mountain Granite,1972,"Spall, H.",Texas Jour.Sci.,23,479-496,North America,"intrusives, granite",1000,1050,1000,1050,31.8,-98.6,-17,197,20,38,2,,12,37,3,17
2248,5909,Lower Gibralter Formation,1972,"Reid,A.B.","Ph.D Thesis, University of Alberta, Edmonton, Canada",,pp,North America,"sediments, redbeds",1770,1830,1770,1830,62.1,-111.9,40.3,280,23,25,4,,25,13.7,6,24
239,2669,Western Channel Diabase,1972,"Irving, E., Donaldson, J.A., Park, J.K.",Canad. J. Earth Sci.,9,960-971,North America,"intrusives, diabase",1586,1595,1586,1595,66.4,-117.8,9,245,5.1,8.6,3,,35,6,35,130
220,2599,Michael Gabbro,1972,"Fahrig, W.F., Larochelle, A.",Canad. J. Earth Sci.,9,1287-1296,North America,"intrusives, gabbro",1350,1560,1350,1560,54.5,-59,10.2,162.5,2,2,3,,161,2.8,21,104
220,2600,Aillik Dykes,1972,"Fahrig, W.F., Larochelle, A.",Canad. J. Earth Sci.,9,1287-1296,North America,"intrusives, dykes",950,1100,950,1100,55.2,-59.2,27,224,7.1,7.1,3,,60,8.6,6,32
2246,5897,Rove Slate,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,sediments,1100,1400,1100,1400,48,-89.7,12.6,226.4,22.6,30.6,2,,15,20.6,1,5
2246,5899,Isle Royale Lavas,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,extrusives,1000,1200,1000,1200,47.9,-89.2,25.6,204.3,9.7,13.8,2,,61,9.9,5,24
2246,5898,Isle Royale Lavas,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,extrusives,1000,1200,1000,1200,47.9,-89.2,20.6,176.3,5.1,9.5,2,,107,8.9,4,20
239,2672,Cameron Bay Group,1972,"Irving, E., Donaldson, J.A., Park, J.K.",Canad. J. Earth Sci.,9,960-971,North America,extrusives,1740,1800,1740,1800,66.5,-117.8,1,256,,,2,2,25,,1,3
239,2671,Hornby Bay Group,1972,"Irving, E., Donaldson, J.A., Park, J.K.",Canad. J. Earth Sci.,9,960-971,North America,"sediments, redbeds",1400,1750,1400,1750,66.5,-117.9,22,265,,,2,,,,1,2
239,2670,Port Radium Sill,1972,"Irving, E., Donaldson, J.A., Park, J.K.",Canad. J. Earth Sci.,9,960-971,North America,"intrusives, sill",1325,1785,1325,1785,66.4,-117.7,21,276,,,2,,200,,1,3
2248,5911,McLean Formation,1972,"Reid,A.B.","Ph.D Thesis, University of Alberta, Edmonton, Canada",,pp,North America,"sediments, redbeds",1730,1790,1730,1790,62.1,-111.9,14.6,265.9,30,39.6,4,,13,26.3,4,16
2248,5910,Seton Formation,1972,"Reid,A.B.","Ph.D Thesis, University of Alberta, Edmonton, Canada",,pp,North America,"sediments, redbeds",1820,1840,1400,1800,62.1,-111.9,34,264.3,26,33,3,,30,14.2,5,20
2246,5903,Keweenawan Rhyolite,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,"intrusives, rhyolite",950,1050,950,1050,47.2,-88.5,19,178.7,,,2,,37,,2,14
2246,5900,North Shore Volcanics,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,extrusives,1100,1130,1100,1130,47.7,-90.4,32.6,183.1,2.8,4.4,4,,46,3.6,36,155
