RefNo,ResultNo,RockName,Year,Authors,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,QSUM,RSUM,K,A95,B,N
4142,9970,NE trending ECMB Diabase Dykes,2021,"Swanson‐Hysell, N.L., Avery, M.S., Zhang, Y., Hodgin, E.B., Sherwood, R.J., Apen, F.E., Boerboom, T.J.,  Keller, C.B., Cottle, J.M.",Tectonics,40,e2021TC006751,North America,"intrusives, diabases",1776,1783,1776,1783,45.53,-94.25,20.4,265.8,4.5,4.5,6,6,,,23,148
4161,9997,"Johnnie Formation, Rainstorm Member",2021,"Kodama, K.P.",Frontiers in Earth Science,9,764714,North America,sediments,564,579,564,579,36.9,-115,11.7,348.5,8.6,8.6,5,4,,12,60,
4169,10013,Beaver River Diabase,2021,"Zhang, Y., Swanson-Hysell, N.L., Schmitz, M.D., Miller, J.D., Avery, M.S.",Geochem.Geophys.Geosyst.,22,e2021GC009909,North America,intrusives,1090,1092,1090,1092,47.4,-91,32.5,189.5,6.3,6.3,5,4,51.6,5,15,130
4169,10014,Beaver River Anorthosite,2021,"Zhang, Y., Swanson-Hysell, N.L., Schmitz, M.D., Miller, J.D., Avery, M.S.",Geochem.Geophys.Geosyst.,22,e2021GC009909,North America,intrusives,1090,1092,1090,1092,47.4,-91,30.9,190.8,5.2,5.2,5,4,55,4.9,17,141
4181,10030,Crown Hill Formation,2020,"Wen, B., Evans, D.A.D., Anderson, R.P., McCausland, P.J.A.",Earth Planet.Sci.Letters,552,116591,North America,"sediments, redbeds",550,557,550,557,48.58,-53.4,48.1,189.9,2.5,4.2,7,6,31.1,3.6,51,
4152,9981,Kwagunt Formation,2020,"Eyster, A., Weiss, B.P., Karlstrom, K., Macdonald, F.A.",Geol.Soc.Amer.Bull.,132,710-738,North America,sediments,743,759,743,759,36.26,-111.89,13.5,162.8,3.3,3.3,7,7,43.4,4.6,23,71
4181,10029,"Bull Arm Formation, Bonavista",2020,"Wen, B., Evans, D.A.D., Anderson, R.P., McCausland, P.J.A.",Earth Planet.Sci.Letters,552,116591,North America,"extrusives, basalts",589,594,589,594,48.3,-53.55,15.5,98.2,9.1,15.5,7,7,14.5,13.1,10,41
4210,10075,Nuuk Dyke,2020,"Miki, M., Seki, H., Yamamoto, Y., Gouzu, C., Hyodo, H., Uno, K., Otofuji, Y.",J.Geodynamics,139,101752,North America,"intrusives, dolerites",1800,1830,1800,1830,64.36,-51.33,33.5,263.6,4.8,5.9,4,4,83.4,3.9,1,17
4083,9886,NW Ontario Lamprophyre Dykes,2018,"Piispa, E.L., Smirnov, A.V., Pesonen, L.J., Mitchell, R.H.",J.Geophys.Res.,123,doi:10.1029/2018JB015992,North America,"intrusives, lamprophyres",1140,1150,1140,1150,48.8,-86.71,58,223.3,9.2,9.2,7,7,37.8,5.5,19,121
4083,9887,NW Ontario Lamprophyre Dykes and Abitibi Dykes,2018,"Piispa, E.L., Smirnov, A.V., Pesonen, L.J., Mitchell, R.H.",J.Geophys.Res.,123,doi:10.1029/2018JB015992,North America,"intrusives, lamprophyres, diabases",1139,1150,1139,1150,48.4,-86.4,55.8,220,7.3,7.3,7,7,38.4,4.5,27,332
4104,9916,Michipicoten Island Formation,2017,"Fairchild, L.M., Swanson-Hysell, N.L., Ramezani, J., Sprain, C.J., Bowring, S.A.",Lithosphere,9,117-133,North America,"extrusives, basalts, tuffs",1083,1085,1083,1085,47.7,-85.7,17,174.7,4.4,4.4,4,4,30,5.6,23,193
4104,9915,Schroeder-Lutsen Basalts,2017,"Fairchild, L.M., Swanson-Hysell, N.L., Ramezani, J., Sprain, C.J., Bowring, S.A.",Lithosphere,9,117-133,North America,"extrusives, basalts",1083,1092,1083,1092,47.5,-90.9,27.1,187.8,3,3,5,5,39.6,3.2,50,378
3826,9485,Ghost Dykes,2016,"Buchan, K.L., Mitchell, R.N., Bleeker, W., Michael A. Hamilton, M.A., LeCheminant, A.N.",Precambrian Res.,275,151-175,North America,"intrusives, diabases",1882,1892,1882,1892,62.5,-115,2,254,6,6,7,6,32,5,23,150
3871,9539,Sourdough Dykes,2016,"Kilian, T.M., Chamberlain, K.R., Evans, D.A.D., Bleeker, W., Cousens, B.L.",Geology,44,863-866,North America,"intrusives, dolerites",1894,1904,1894,1904,44.7,-108.3,49.2,292,8.1,8.1,6,4,21.8,4.7,16,109
3826,9484,Indin Dykes,2016,"Buchan, K.L., Mitchell, R.N., Bleeker, W., Michael A. Hamilton, M.A., LeCheminant, A.N.",Precambrian Res.,275,151-175,North America,"intrusives, diabases",2108,2129,2108,2129,62.5,-114.3,36,284,7,7,7,6,62,4,18,95
3837,9496,"Rabbi Creek, Powder River and South Path Dykes",2016,"Kilian, T.M., Bleeker, W., Chamberlain, K., Evans, D.A.D., Cousens, B.",Geol.Soc.London Spec.Publ.,424,15-45,North America,"intrusives, diabases",2152,2171,2152,2171,43.9,-107.2,65.5,339.2,7.6,7.6,7,6,,5.8,13,81
3771,9407,Defeat Suite Plutons,2014,"Mitchell, R.N., Bleeker, W., van Breemen, O., LeCheminant, A.N., Peng, P., Nilsson, M.K.M., Evans, D.A.D.",Amer.J.Sci.,314,878-894,North America,"intrusives, granites",2620,2630,2620,2630,62.5,-115,-1.8,64.1,14.2,14.2,5,4,30,14,5,58
3852,9514,Upper Osler Group,2014,"Swanson-Hysell, N.L., Vaughan, A.A., Mustain, M.R., Asp, K.E.",Geochem.Geophys.Geosyst.,15,2039-2047,North America,"extrusives, basalts",1103,1105,1103,1105,48.7,-87.6,42.5,201.6,3.7,3.7,5,5,,,59,346
3850,9513,"Mamainse Point Volcanics, upper N zone",2014,"Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.",Geology,42,475-478,North America,"extrusives, basalts",1095,1100,1095,1100,47.1,-84.7,33.7,183.1,2,2,6,5,152.7,2.3,27,150
3850,9512,"Mamainse Point Volcanics, lower N, upper R zones",2014,"Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.",Geology,42,475-478,North America,"extrusives, basalts",1099,1101,1099,1101,47.1,-84.7,36.1,189.7,2,2,7,7,46.4,4.4,24,115
3850,9511,"Mamainse Point Volcanics, lower R2 zone",2014,"Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.",Geology,42,475-478,North America,"extrusives, basalts",1103,1107,1103,1107,47.1,-84.7,37.5,205.2,4.5,4.5,6,5,107.7,3.9,14,57
3850,9510,"Mamainse Point Volcanics, lowermost R1 zone",2014,"Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.",Geology,42,475-478,North America,"extrusives, basalts",1108,1110,1108,1110,47.1,-84.7,49.5,227,5.3,5.3,6,5,88.3,3.2,24,117
3771,9406,Dogrib Dykes,2014,"Mitchell, R.N., Bleeker, W., van Breemen, O., LeCheminant, A.N., Peng, P., Nilsson, M.K.M., Evans, D.A.D.",Amer.J.Sci.,314,878-894,North America,"intrusives, diabases",2191,2195,2191,2195,62.5,-115,31,135,7,7,6,5,34,7,14,129
3852,9515,Lower Osler Group,2014,"Swanson-Hysell, N.L., Vaughan, A.A., Mustain, M.R., Asp, K.E.",Geochem.Geophys.Geosyst.,15,2039-2047,North America,"extrusives, basalts",1105,1110,1105,1110,48.7,-87.6,40.9,218.6,4.8,4.8,5,5,,,30,
4044,9838,Coldwell Complex,2014,"Kulakov, E.V., Smirnov, A.V., Diehl, J.F.",J.Geophys.Res.,119,8633-8654,North America,intrusives,1105,1109,1105,1109,48.8,-86.4,47.2,206.7,4.8,4.8,6,6,,,40,238
3852,10017,Middle Osler Group,2014,"Swanson-Hysell, N.L., Vaughan, A.A., Mustain, M.R., Asp, K.E.",Geochem.Geophys.Geosyst.,15,2039-2047,North America,"extrusives, basalts",1103,1110,1103,1110,48.8,-87.6,42.7,211.3,8.2,8.2,5,5,,,20,
3845,9506,Lake Shore Traps,2013,"Kulakov, E.V., Smirnov, A.V., Diehl, J.F.",Canad. J. Earth Sci.,50,1085-1096,North America,"extrusives, basalts",1085,1089,1086,1089,47.5,-86,23.1,186.4,4,47,6,5,28.3,4.9,31,354
3742,9368,"Bull Arm Formation, Bonavista",2012,"Pisarevsky, S.A., McCausland, P.J.A., Hodych, J., O'Brien, S., Tait, J.A., Murphy, J.B.",Canad. J. Earth Sci.,49,308-327,North America,"extrusives, basalts",567,575,567,575,48.45,-58.58,15.1,98.4,13.7,13.7,5,5,10.4,16.8,9,44
3770,9405,Malley Dykes,2012,"Buchan, K.L., LeCheminant, A.N., van Breemen, O.",Canad. J. Earth Sci.,49,435-454,North America,"intrusives, diabases",2229,2233,2229,2233,64.2,-110.2,50.8,130,5.6,8.1,5,4,81,5.8,9,40
3759,9395,Wanakena Granite,2012,"Brown, L.L., McEnroe, S.A.",Precambrian Res.,212-213,57-74,North America,"intrusives, granites",1037,1057,980,1000,44.2,-74.5,-28.4,132.7,6.7,7.2,5,1,199,3.9,8,40
3759,9394,Adirondack Microcline Metamorphics,2012,"Brown, L.L., McEnroe, S.A.",Precambrian Res.,212-213,57-74,North America,"metamorphics, anorthosites",1020,1060,960,980,44.2,-74.5,-25.1,149,10.6,12.7,4,4,28,7.7,14,68
3759,9393,Adirondack Microcline Gneiss,2012,"Brown, L.L., McEnroe, S.A.",Precambrian Res.,212-213,57-74,North America,"metamorphics, gneiss",1020,1060,950,970,44.1,-74.4,-18.4,151.1,9.3,11.8,4,3,29,7.6,14,80
3742,9370,"Crown Hill Formation, Bonavista",2012,"Pisarevsky, S.A., McCausland, P.J.A., Hodych, J., O'Brien, S., Tait, J.A., Murphy, J.B.",Canad. J. Earth Sci.,49,308-327,North America,"sediments, redbeds",542,557,542,557,48.59,-53.35,55.8,183.8,17.7,17.7,6,5,24.6,15.7,5,27
3742,9369,"Bull Arm Formation, Argentia",2012,"Pisarevsky, S.A., McCausland, P.J.A., Hodych, J., O'Brien, S., Tait, J.A., Murphy, J.B.",Canad. J. Earth Sci.,49,308-327,North America,"extrusives, basalts",575,600,575,610,47.27,-53.93,1.7,76.5,10.9,10.9,5,4,30.1,11.2,7,41
4171,10016,Central Arizona diabases -N,2011,"Donadini, F., Pesonen, L.J., Korhonen, K., Deutsch, A., Harlan, S.S.",Geophysica,47(1-2),3-30,North America,intrusives,1077,1099,1077,1099,33.7,-110.8,15.7,175.3,7.3,7.3,5,5,30.4,7.6,13,139
3739,9364,Mutton Bay Syenite,2011,"McCausland, P.J.A., Hankard, F., Van der Voo, R., Hall, C.M.",Precambrian Res.,187,58-78,North America,intrusives,581,586,581,586,50.84,-58.96,42.6,332.7,11.7,12.4,5,5,71.7,6.6,8,84
3739,9365,Mutton Bay Late Intrusions,2011,"McCausland, P.J.A., Hankard, F., Van der Voo, R., Hall, C.M.",Precambrian Res.,187,58-78,North America,intrusives,581,586,581,586,50.84,-58.96,-34.2,321.5,10.9,21.8,4,4,10.5,21.7,6,44
3844,9505,"Clarence Head Dykes, Overprint",2009,"Denyszyn, S.W., Davis, D.W., Halls, H.C.",Canad. J. Earth Sci.,46,155-167,North America,"intrusives, diabases",712,717,400,420,76.7,-78,0.3,123.6,19,35.7,2,2,14.5,33.6,3,14
3843,9502,"Franklin Dykes, Devon and Ellsemere",2009,"Denyszyn, S.W., Halls, H.C., Davis, D.W., Evans, D.A.D.",Canad. J. Earth Sci.,46,689-705,North America,"intrusives, diabases",719,723,719,723,76.1,-81,5.8,189.7,10.7,10.7,5,5,11.8,11.8,12,89
3844,9504,Clarence Head Dykes,2009,"Denyszyn, S.W., Davis, D.W., Halls, H.C.",Canad. J. Earth Sci.,46,155-167,North America,"intrusives, diabases",712,717,712,717,76.6,-78.8,15.3,209.8,24.8,43.1,3,3,4.9,37.5,3,10
3769,9404,Lac de Gras Dykes,2009,"Buchan, K.L., LeCheminant, A.N., van Breemen, O.",Canad. J. Earth Sci.,46,361-379,North America,"intrusives, diabases",2021,2031,2021,2031,64.5,-110.05,11.8,267.9,6,8.4,6,5,68,5.9,10,42
3695,9291,Tobacco Root Mountains Dykes A and C,2008,"Harlan, S.S., Geissman, J.W., Snee, L.W.",Precambrian Res.,163,239-264,North America,"intrusives,mafic dykes",1399,1497,1399,1497,45.5,-112,8.7,216.1,10.3,10.3,3,2,27.9,7.7,14,21
4105,9917,Stillwater Complex,2008,"Selkin, P.A., Gee, J.S., Meurer, W.P., Hemming, S.R.",Geochem.Geophys.Geosyst.,9,"Q12023, doi:10.1029/2008GC001950",North America,intrusives,2701,2709,2701,2709,42.5,-110.8,-83.6,335.8,3.5839589,4.5592723,4,4,32,2.9,,32
3695,9293,Tobacco Root Mountains Dykes B,2008,"Harlan, S.S., Geissman, J.W., Snee, L.W.",Precambrian Res.,163,239-264,North America,"intrusives,mafic dykes",772,788,50,100,45.5,-112,74.6,164.2,11.8,11.8,4,3,65.7,8.3,6,60
3695,9292,Tobacco Root Mountains Dykes B,2008,"Harlan, S.S., Geissman, J.W., Snee, L.W.",Precambrian Res.,163,239-264,North America,"intrusives,mafic dykes",772,788,772,788,45.5,-112,14.6,127,3.2,3.2,5,3,117,4,12,21
3833,9489,Lac Espirit Dykes,2007,"Buchan, K.L., Goutier, J., Hamilton, M.A.,Ernst, R.E., Matthews, W.",Canad. J. Earth Sci.,44,643-664,North America,"intrusives, diabases",2068,2070,2068,2070,53.4,-77,61.2,166.2,3.5,5,3,2,91.5,3.5,8,19
3687,9272,Lynn-Mattapan Volcanic Complex,2007,"Thompson, M.D., Grunow, A.M., Ramezani, J.",Geol.Soc.Amer.Bull.,119,681-696,North America,"extrusives, basalts, andesites,rhyolites",594,599,594,599,42.2,-70.4,60,206,8.4,8.4,6,5,39.8,7.4,9,59
3847,9507,Portage Lake Volkanics,2006,"Hnat, J.S., van der Pluijm, B.A., Van der Voo, R.",Tectonophysics,425,71-82,North America,"extrusives, basalts",1092,1098,1092,1098,47,-89,26.7,177.5,3.3,5.8,6,4,25.9,5.2,28,195
3694,9290,"Uinta Mountain Supergroup, Combined",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.7,-109.1,0.8,161.3,4.6,4.6,5,4,59.2,6.7,9,78
3694,9289,"Uinta Mountain Supergroup, Locality 9",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.9,-108.8,1.7,166.3,4.2,8.3,4,3,40.7,8.2,9,61
3694,9288,"Uinta Mountain Supergroup, Locality 8",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,41,-109.2,0.5,164.8,6.3,12.6,3,2,97.7,12.5,3,19
3694,9287,"Uinta Mountain Supergroup, Locality 7",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.9,-108.8,4.5,163.3,3,6,4,2,99.8,5.9,10,49
3694,9286,"Uinta Mountain Supergroup, Locality 6",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.6,-109.3,-5.4,158.9,2.3,4.5,4,3,66.8,4.5,16,83
3694,9285,"Uinta Mountain Supergroup, Locality 5",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.5,-109.4,-4.7,156.7,5.9,11.7,4,2,34.9,11.5,6,22
3694,9284,"Uinta Mountain Supergroup, Locality 4",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.5,-109.4,11.2,155.6,6.1,12.2,4,2,40.9,12.1,5,52
3694,9283,"Uinta Mountain Supergroup, Locality 3",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.5,-109.4,-5.7,160.1,2.7,5.4,4,2,225.6,5.4,5,38
3694,9282,"Uinta Mountain Supergroup, Locality 2",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.5,-109.5,-1.6,167.4,6.7,13.2,3,2,35.1,13.1,1,5
3694,9281,"Uinta Mountain Supergroup, Locality 1",2006,"Weil, A.B., Geissman, J.W., Ashby, J.M.",Precambrian Res.,147,234-259,North America,sediments,750,800,750,800,40.9,-109.7,6.5,158.4,2.4,4.7,4,3,42.9,4.7,23,169
3776,9412,Wintering Lake Pluton,2006,"Harris, M.J., Symons, D.T.A., Blackburn, W.H., Turek, A., Peck, D.C.",Canad. J. Earth Sci.,43,1071-1083,North America,"intrusives, granites",1819,1825,1819,1825,55.4,-97.7,46.8,257.8,11,11,6,5,37,5.5,20,136
3609,9139,Cleaver Dykes,2004,"Irving, E., Baker, J., M. Hamilton, M., Wynne, P.J.",Precambrian Res.,129,251-270,North America,"intrusives, diabases",1736,1745,1736,1745,67.5,-118.03,19.4,276.7,6.1,6.1,6,5,64,4.5,17,102
3608,9137,Kwagunt Formation,2004,"Weil, A.B., Geissman, J.W., Van der Voo, R.",Precambrian Res.,129,71-92,North America,sediments,736,748,736,748,36.25,-111.7,18.2,166,5.2,9.4,6,6,38.6,8.4,9,61
3604,9131,Sokoman Formation,2004,"Williams, G.E., Schmidt, P.W.",Precambrian Res.,128,167-188,North America,"sediments, metamorphics, iron ore",1877,1882,1830,1840,54.84,-66.76,40.6,77,5.9,11.4,6,5,31.4,10.9,7,66
3604,9132,Sokoman Formation,2004,"Williams, G.E., Schmidt, P.W.",Precambrian Res.,128,167-188,North America,"sediments, metamorphics, iron ore",1877,1882,1830,1840,54.84,-66.76,29.6,70.9,4.5,9.1,6,5,29.2,9.1,10,79
3608,9138,Galeros Formation,2004,"Weil, A.B., Geissman, J.W., Van der Voo, R.",Precambrian Res.,129,71-92,North America,sediments,780,820,780,820,36.25,-111.7,-2.1,163,4.3,8.5,5,5,19.8,8.5,16,110
3604,9133,Sokoman Formation,2004,"Williams, G.E., Schmidt, P.W.",Precambrian Res.,128,167-188,North America,"sediments, metamorphics, iron ore",1877,1882,1830,1840,54.84,-66.76,26.8,67,9.3,18.6,4,4,11.5,18.6,7,40
3644,9213,Biscotasing West Dykes,2004,"Halls, H.C., Davis, D.W.",Canad. J. Earth Sci.,41,255-269,North America,"intrusives, quartz tholeiites",2167,2173,2167,2173,48.9,-85,17.3,224.6,9.8,13.3,5,3,56,9,6,72
3579,9083,Sibley Conglomerate,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1000,1600,1250,1500,48.5,-89,17.7,217,8.7,12,3,3,25.6,8.4,1,13
3545,8994,Wind River Range Quartz Diorite,2003,"Harlan, S.S., Geissman, J.W., Premo, W.R.",Tectonophysics,362,105-122,North America,"intrusives, diorites",2162,2178,2162,2178,42.45,-108.51,84,215,6,7,4,2,145,4.6,8,79
3545,8995,Wind River Range Diabase Dikes Group B,2003,"Harlan, S.S., Geissman, J.W., Premo, W.R.",Tectonophysics,362,105-122,North America,"intrusives, diabases",1300,1500,1300,1500,42.44,-108.53,22,209,8,10,4,2,117,6.4,2,28
3549,9005,Kapuskasing Structural Zone,2003,"Borradaile, G.J., Werner, T., Lagroix, F.",Tectonophysics,363,103-125,North America,metamorphics,2500,2600,2500,2600,48,-83,59.1,9.2,17.4,23.6,3,2,4.3,16,,22
3549,9006,Kapuskasing Structural Zone,2003,"Borradaile, G.J., Werner, T., Lagroix, F.",Tectonophysics,363,103-125,North America,metamorphics,2500,2600,2500,2600,48,-83,72.8,320.6,16.9,18.9,3,2,3.2,10.6,,61
3549,9007,Kapuskasing Structural Zone,2003,"Borradaile, G.J., Werner, T., Lagroix, F.",Tectonophysics,363,103-125,North America,metamorphics,2500,2600,1100,1800,48,-83,22,210.6,21,31,3,2,3.5,23,,11
3549,9008,Kapuskasing Structural Zone,2003,"Borradaile, G.J., Werner, T., Lagroix, F.",Tectonophysics,363,103-125,North America,metamorphics,2500,2600,1100,1800,48,-83,24.3,227.2,19.8,25.2,3,2,3,16,,18
3576,9073,Cardenas Basalts and Intrusions,2003,"Weil, A.B., Geissman, J.W., Heizler, M., Van der Voo, R.",Tectonophysics,375,199-220,North America,"intrusives, extrusives, basalts",1086,1096,1086,1096,36.08,-111.87,32,185,6.8,9.3,5,4,33.9,6.4,16,114
3576,9074,Nankoweap Formation,2003,"Weil, A.B., Geissman, J.W., Heizler, M., Van der Voo, R.",Tectonophysics,375,199-220,North America,"sediments, red beds",850,900,850,900,36.11,-111.86,-10,163,3.5,7,4,4,72.5,7.1,7,48
3579,9078,Gunflint Formation,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1877,1879,1000,1100,48.5,-89,27.7,175,4.4,8,3,3,20.3,7.2,1,21
3579,9079,Gunflint Formation,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1877,1879,1100,1250,48.5,-89,23.5,208.2,5.7,8.1,4,4,21.9,5.8,1,29
3579,9080,Gunflint Formation,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1877,1879,1250,1500,48.5,-89,-6.6,208.6,3.4,6.3,3,3,58.6,6,1,11
3579,9081,Gunflint Formation,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1877,1879,1250,1600,48.5,-89,11.9,215,2.8,4.2,5,5,25.2,3.2,1,79
3579,9082,Sibley Conglomerate,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1000,1600,1000,1100,48.5,-89,21.8,184.3,4.9,8.6,3,3,19.5,7.6,1,20
3579,9084,Sibley Conglomerate,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1000,1600,1250,1600,48.5,-89,39,194.6,8.5,11.8,3,3,31.3,8.3,1,11
3579,9085,Gunflint Chert Carbonate,2003,"Schmidt, P.W., Williams, G.E.",Tectonophysics,377,7-32,North America,sediments,1877,1879,1100,1250,48.5,-89,46.7,237,11.1,11.8,4,4,31.6,6.3,1,18
3625,9171,Shebandowan Breccia and Dykes,2003,"Borradaile,G.J., Lemmetty,T.J., Werner,T.",J.Geophys.Res.,108,"2402, doi:10.1029/2002JB002379",North America,"intrusives, extrusives, lamprophyres",2646,2746,2646,2746,48.5,-90.1,-15.4,272.7,8.8,13.9,2,1,21,11,1,10
3625,9172,Shebandowan Breccia and Dykes,2003,"Borradaile,G.J., Lemmetty,T.J., Werner,T.",J.Geophys.Res.,108,"2402, doi:10.1029/2002JB002379",North America,"intrusives, extrusives, lamprophyres",2646,2746,1000,1200,48.5,-90.1,-74.5,343.3,16.1,19.6,3,2,4,8.9,1,21
3556,9031,McNamara Formation,2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1395,1407,1395,1407,46.9,-113.6,-13.5,208.3,6.7,6.7,7,7,42.8,7.5,10,195
3556,9033,"Mt.Shields Formation, Upper Member",2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1395,1437,1395,1437,48.1,-114.2,-15.6,202.3,4.4,4.4,7,5,74.1,5.3,11,742
3556,9034,"Mt.Shields Formation, Middle Member",2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1395,1437,1395,1437,47.6,-113.7,-18.2,203.9,5.8,5.8,6,5,60.6,7.2,8,88
3556,9035,"Mt.Shields Formation, Lower Member",2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1395,1437,1395,1437,47.4,-113.8,-26.1,215,6.5,6.5,6,4,116.9,8.5,4,141
3497,8905,Sherman Granite,2002,"Geissman, J.W., Harlan, S.S.",Earth Planet.Sci.Letters,203,905-924,North America,"intrusives, granites",1350,1450,245,256,41,-105,50.4,115.7,5.1,10,4,3,91,9.7,5,24
3497,8906,Morrison Gneiss,2002,"Geissman, J.W., Harlan, S.S.",Earth Planet.Sci.Letters,203,905-924,North America,"metamorphics, gneiss",900,1450,256,290,39.5,-105.5,37.2,119.9,2.4,4.7,3,3,41,4.7,1,24
3497,8907,Pikes Peak Granite,2002,"Geissman, J.W., Harlan, S.S.",Earth Planet.Sci.Letters,203,905-924,North America,"intrusives, granites",1080,1090,235,256,39.3,-105.3,56.6,109.9,3.8,7.3,4,3,121,7,5,49
3497,8908,Tijeras Greenstone,2002,"Geissman, J.W., Harlan, S.S.",Earth Planet.Sci.Letters,203,905-924,North America,"metamorphics, greenstones",900,1450,65,245,35.1,-106.4,64.1,86.6,3.6,6.9,3,2,49,6.6,1,11
3515,8932,St.Francois Mountains Acidic Rocks,2002,"Meert, J.G., Stuckey, W.",Tectonics,21(2),"1007, doi:10.1029/2000TC001265",North America,"extrusives,intrusives,rhyolites,granites",1460,1492,1460,1492,37.5,-90.5,-13.2,219,4.7,8,6,6,27,6.8,18,103
3556,9040,Belt Supergroup Combined,2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"extrusives, sediments, redbeds, basalts",1362,1469,1362,1469,47.7,-113.9,-20.1,210.4,4.2,4.2,6,5,96.8,4.9,10,2239
3556,9032,Bonner Quartzite,2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1395,1437,1395,1437,48.1,-114.3,-11.3,206.7,4.3,4.3,6,4,85.8,4.7,12,187
3497,8904,Laramine Range Gneiss,2002,"Geissman, J.W., Harlan, S.S.",Earth Planet.Sci.Letters,203,905-924,North America,"metamorphics, gneiss",2500,3500,245,256,42.5,-105.5,46.3,130,2.3,4.3,3,2,221,4.1,1,7
3556,9039,Spokane Formation,2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1454,1469,1454,1469,48.2,-113.2,-24.8,215.5,4.7,4.7,6,5,86.4,6,8,231
3556,9038,Snowslip Formation,2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1450,1463,1450,1463,47.9,-114.1,-24.9,210.2,3.5,3.5,6,5,128.8,4.6,9,295
3556,9037,Purcell Lava,2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"extrusives, basalts",1436,1450,1436,1450,49.4,-114.9,-23.6,215.6,4.8,4.8,6,5,64,6.1,10,166
3556,9036,Shepard Formation,2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1395,1437,1395,1437,47.6,-113.7,-23.2,212.5,5.5,5.5,6,4,121.9,7,5,118
3556,9030,"Pilcher, Garnet Range and Libby Formations",2002,"Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.",Geol.Soc.Amer.Bull.,114,619-638,North America,"sediments, redbeds",1362,1407,1362,1407,46.7,-113.6,-19.2,215.3,7.7,7.7,6,4,102.2,9.1,4,76
