tab delimited	locations
location	location_type	result_name	result_type	result_quality	sites	method_codes	citations	geologic_classes	lithologies	lat_s	lat_n	lon_w	lon_e	age	age_low	age_high	age_unit	dir_tilt_correction	pole_lat	pole_lon	pole_alpha95	pole_k	pole_n_sites	state_province	description	continent_ocean	country	terranes
Laramie Anorthosite Complex	Region	Laramie anorthosite complex ca. 1435 Ma pole	a	g	LI:L2:L3:Lal:La2:La3:La4:La5:La6:La7:La8:La9:La11:La14:La16:La17:La18:La19:La25:La26:La27:La28:La29:La30:La34:La35:La36:La37	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-FM:DE-VGP	10.1029/94JB00580	Intrusive	Anorthosite:Syenite:Troctolite	41.392	41.8	254.483	254.675	1430	1415	1445	Ma	0	-8.1	217.1	3.3	67.7	28	Wyoming	Paleomagnetic pole for the Laramie anorthosite complex, a Mesoproterozoic massif-type intrusion (anorthosite, mafic anorthosite, troctolite and associated monzosyenite) of the southern Laramie Range, Wyoming and Colorado (Harlan et al., 1994). The pole is the Fisher mean of the in-situ site virtual geomagnetic poles. A fold test using the igneous layering is negative at the 99% level, indicating the magnetization postdates doming, so the directions are retained in geographic coordinates; three sites carry dual (antipodal) polarity. The characteristic remanence resides in single- to pseudo-single-domain low-Ti titanomagnetite and was isolated by alternating-field and thermal demagnetization with principal-component analysis. The complex is bracketed by U-Pb zircon ages of ca. 1435-1440 Ma on associated plutons.	North America	United States of America	Laurentia
Sherman Granite	Region	Sherman Granite ca. 1420 Ma pole	a	g	La24:La31:La33:La41:La42:La43:La44:Sg1:Sg3:Sg4:Sg5	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-FM:DE-VGP	10.1029/94JB00580	Intrusive	Granite:Quartz Monzonite	40.901	41.849	254.563	254.723	1430	1415	1445	Ma	0	-1.1	207.6	9.9	22.3	11	Wyoming	Paleomagnetic pole for the Sherman Granite, a composite Mesoproterozoic batholith (granite to quartz monzonite) of the southern Laramie Range, Wyoming and Colorado (Harlan et al., 1994). The pole is the Fisher mean of the in-situ site virtual geomagnetic poles; the sites are in largely undeformed intrusions and carry dual (antipodal) polarity. The magnetite-borne characteristic remanence was isolated by alternating-field and thermal demagnetization with principal-component analysis. U-Pb zircon dates the granite at 1431 +/- 6 Ma; an Ar-Ar hornblende plateau age of 1421 +/- 6 Ma (2 sigma) records cooling, giving a magnetization age of about 1415-1430 Ma.	North America	United States of America	Laurentia
Electra Lake Gabbro	Region	Electra Lake Gabbro ca. 1433 Ma pole	a	g	ELlBlk:ELA1:ELA3:ELA4:ELA9:ELAI0:ELAll:ELA14:ELBI:ELB2:ELB3:ELB5:ELB6:ELB7:ELB8:ELB9:ELBlO:ELBll:ELB12	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM:DE-VGP	10.1029/98JB01350	Intrusive	Gabbro:Diabase	37.544	37.585	252.189	252.202	1430	1415	1445	Ma	0	-20.2	225.7	3.7	83.7	19	Colorado	Paleomagnetic pole for the Electra Lake Gabbro, a small Mesoproterozoic ophitic-gabbro pluton (with associated diabase dikes) intruding Paleoproterozoic gneisses of the Needle Mountains, southwestern Colorado (Harlan & Geissman, 1998). The pole is the Fisher mean of the in-situ site virtual geomagnetic poles; the unit carries a single polarity. The characteristic remanence resides in single- to pseudo-single-domain magnetite and was isolated by alternating-field and thermal demagnetization with principal-component and great-circle analysis. A baked-contact test was attempted but proved inconclusive. U-Pb zircon dates the gabbro at 1435 +/- 2 Ma, with an indistinguishable Ar-Ar biotite plateau age of 1431 +/- 3 Ma (2 sigma). Directions are reported in geographic coordinates to match the compilation grand mean; Harlan & Geissman (1998) preferred a small tilt correction for post-Cambrian tilting.	North America	United States of America	Laurentia
Mean Rocky Mountain intrusions	Region	Mean Rocky Mountain intrusions ca. 1430 Ma pole	a	g	LI:L2:L3:Lal:La2:La3:La4:La5:La6:La7:La8:La9:La11:La14:La15:La16:La17:La18:La19:La25:La26:La27:La28:La29:La30:La34:La35:La36:La37:La24:La31:La33:La40:La41:La42:La43:La44:Sg1:Sg3:Sg4:Sg5:ELlBlk:ELA1:ELA3:ELA4:ELA6:ELA7:ELA9:ELAI0:ELAll:ELA14:ELBI:ELB2:ELB3:ELB5:ELB6:ELB7:ELB8:ELB9:ELBlO:ELBll:ELB12	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM:DE-VGP	10.1029/94JB00580:10.1029/98JB01350	Intrusive	Anorthosite:Syenite:Troctolite:Granite:Quartz Monzonite:Gabbro:Diabase:Gneiss	37.544	41.849	252.189	254.723	1430	1415	1445	Ma	0	-10.4	217.9	5.9	10.3	62		Grand-mean paleomagnetic pole for the ca. 1430 Ma Rocky Mountain intrusions of Colorado and Wyoming, combining all site virtual geomagnetic poles of the Laramie anorthosite complex, the Sherman Granite (Harlan et al., 1994) and the Electra Lake Gabbro (Harlan & Geissman, 1998). The pole is the Fisher mean of all site VGPs in geographic (in-situ) coordinates, following the treatment of these units in the Laurentia apparent-polar-wander compilation. The three units yield indistinguishable ca. 1435-1415 Ma U-Pb zircon and Ar-Ar ages.	North America	United States of America	Laurentia
>>>>>>>>>>
tab delimited	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	age	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_n_samples	description	vgp_lat	vgp_lon	vgp_dp	vgp_dm
ELAll	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5678	252.202	1430	1415	1445	Ma	0	29.0	-40.8	2.0	457.0	12	Electra Lake gabbro	23.25993457060294	43.22217399487906	1.471061710110881	2.4257466562779233
ELA14	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5475	252.198	1430	1415	1445	Ma	0	31.1	-33.0	5.6	62.0	10	diabase dike cutting the Electra Lake gabbro	27.225651853818203	38.659761354254435	3.601164631879596	6.350830172272872
ELBI	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5644	252.198	1430	1415	1445	Ma	0	357.4	-47.3	12.2	34.0	6	Electra Lake gabbro	23.939796838787743	74.69909320583348	10.253386332769818	15.817162404160346
ELB2	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5661	252.19	1430	1415	1445	Ma	0	31.9	-44.6	12.2	17.0	10	Electra Lake gabbro	19.508090906393317	42.00315588312046	9.678916731464634	15.36767933839514
ELB3	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5667	252.191	1430	1415	1445	Ma	0	33.6	-48.3	13.5	14.0	10	Electra Lake gabbro	16.103360863554983	42.03859816221667	11.59995979478676	17.69742677507786
ELB5	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5714	252.189	1430	1415	1445	Ma	0	35.1	-41.1	7.1	75.0	7	Electra Lake gabbro	20.524108564528063	37.9412122593212	5.252308007311836	8.636131871609422
ELB6	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5814	252.198	1430	1415	1445	Ma	0	32.9	-42.3	4.4	100.0	12	Electra Lake gabbro	20.676130411324714	40.297467548363066	3.3318662142257627	5.414833578715666
ELB7	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5744	252.198	1430	1415	1445	Ma	0	28.5	-53.8	8.5	32.0	11	Electra Lake gabbro	13.364269453979617	48.30931525093234	8.307087968981088	11.883622994385107
ELB8	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5739	252.199	1430	1415	1445	Ma	0	28.9	-54.6	17.8	13.0	7	Electra Lake gabbro	12.509503693040525	48.31613528678212	17.740568829270295	25.130942089822703
ELB9	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5847	252.2	1430	1415	1445	Ma	0	23.1	-46.6	8.4	93.0	9	Electra Lake gabbro	21.056655921998665	50.38215724328549	6.952871862845185	10.807786419790093
ELBlO	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5803	252.199	1430	1415	1445	Ma	0	25.9	-38.4	4.1	157.0	9	Electra Lake gabbro	25.98044476379121	45.34446753297115	2.8847578244385597	4.863642067463043
ELBll	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5733	252.2	1430	1415	1445	Ma	0	35.6	-45.8	5.0	76.0	12	Electra Lake gabbro	17.115409345344574	39.401213332842175	4.068153710912833	6.378207985722033
ELB12	Electra Lake Gabbro	i	g	LP-DIR-AF:LP-DIR-T:DE-BFL:DE-BFP:DE-FM	10.1029/98JB01350	Intrusive	Pluton	Gabbro	37.5683	252.199	1430	1415	1445	Ma	0	21.6	-50.4	5.3	69.0	12	Electra Lake gabbro	18.381340215521792	52.80939122493034	4.777081485141347	7.115972438289675
